;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;-13000000,00;-15700000,00;-14000000,00;-14000000,00;-14000000,00;-14000000,00;-14000000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;-13000000,00;-15700000,00;-14000000,00;-14000000,00;-14000000,00;-14000000,00;-14000000,00
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;7047877,46;7200000,00;7110000,00;7110000,00;7110000,00;7110000,00;7110000,00
14 - Bilanzielle Abschreibungen;;1696964,98;3600000,00;2500000,00;2500000,00;2500000,00;2500000,00;2500000,00
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;;34615,94;300000,00;370000,00;370000,00;370000,00;370000,00;370000,00
17 = Ordentliche Aufwendungen;;8779458,38;11100000,00;9980000,00;9980000,00;9980000,00;9980000,00;9980000,00
18 = Ordentliches Ergebnis (= 10 + 17);;-4220541,62;-4600000,00;-4020000,00;-4020000,00;-4020000,00;-4020000,00;-4020000,00
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;3307204,55;4600000,00;4020000,00;4020000,00;4020000,00;4020000,00;4020000,00
21 = Finanzergebnis (= 19 + 20);;3307204,55;4600000,00;4020000,00;4020000,00;4020000,00;4020000,00;4020000,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;-913337,07;0,00;0,00;0,00;0,00;0,00;0,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;-913337,07;0,00;0,00;0,00;0,00;0,00;0,00
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;;;;;
29 = Teilergebnis  (= 26, 27, 28);;-913337,07;0,00;0,00;0,00;0,00;0,00;0,00
