;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-336590,27;-324732,19;-277187,17;-2352482,30;-2355149,87;-2359193,88;-2169478,94;-2169268,40
3 + Sonstige Transfererträge;-3379459,95;-2778022,51;-2635000,00;-2450000,00;-2450000,00;-2450000,00;-2450000,00;-2450000,00
4 + Öffentlich-rechtliche Leistungsentgelte;-9099,40;-13166,50;-9500,00;-7500,00;-7500,00;-7500,00;-7500,00;-7500,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-3353414,96;-4706717,20;-2701000,00;-10905000,00;-10905000,00;-10905000,00;-10905000,00;-10905000,00
7 + Sonstige ordentliche Erträge;-88,00;-667,34;-5008,78;-5008,77;-5008,78;-5008,77;-5008,78;-5008,77
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-7078652,58;-7823305,74;-5627695,95;-15719991,07;-15722658,65;-15726702,65;-15536987,72;-15536777,17
11 - Personalaufwendungen;9490725,94;9264051,85;8996607,15;8889976,42;8818390,86;8871128,88;8990860,36;9112031,87
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3340950,64;2606833,18;876996,24;3281966,56;3288466,56;3294966,60;3301716,60;3308716,56
14 - Bilanzielle Abschreibungen;50994,06;46361,40;37645,98;41148,71;39689,33;38684,62;37316,12;37002,74
15 - Transferaufwendungen;61490083,69;64727204,56;63435000,00;76360712,00;77849612,00;79359912,00;80646712,00;82143762,00
16 - Sonstige ordentliche Aufwendungen;969637,34;847334,72;773980,94;885376,99;885376,95;885376,95;885376,95;885376,95
17 = Ordentliche Aufwendungen;75342391,67;77491785,71;74120230,31;89459180,68;90881535,70;92450069,05;93861982,03;95486890,12
18 = Ordentliches Ergebnis (= 10 + 17);68263739,09;69668479,97;68492534,36;73739189,61;75158877,05;76723366,40;78324994,31;79950112,95
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);68263739,09;69668479,97;68492534,36;73739189,61;75158877,05;76723366,40;78324994,31;79950112,95
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);68263739,09;69668479,97;68492534,36;73739189,61;75158877,05;76723366,40;78324994,31;79950112,95
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;1552149,77;1330482,26;1202613,36;1156347,80;1145249,54;1143041,84;1146047,57;1153943,60
29 = Teilergebnis  (= 26, 27, 28);69815888,86;70998962,23;69695147,72;74895537,41;76304126,59;77866408,24;79471041,88;81104056,55
