;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-7114350,77;-7677637,09;-7063751,33;-7103010,67;-4025723,45;-4022395,85;-4013766,44;-4009262,08
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-3918133,95;-3924936,23;-3992545,44;-3992549,72;-2886017,62;-2885944,69;-2886028,17;-2885935,28
5 + Privatrechtliche Leistungsentgelte;-71148,15;-27482,80;-32800,00;-40800,00;-40800,00;-40800,00;-40800,00;-40800,00
6 + Kostenerstattungen und Kostenumlagen;-342740,22;-107944,18;-295450,00;-396450,00;-396450,00;-396450,00;-396450,00;-396450,00
7 + Sonstige ordentliche Erträge;-17298,48;-22654,98;-3150,00;-3150,00;-3150,00;-3150,00;-3150,00;-3150,00
8 + Aktivierte Eigenleistungen;-254881,32;-321516,53;-125858,28;-318114,84;-303509,40;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-11718552,89;-12082171,81;-11513555,05;-11854075,23;-7655650,47;-7348740,54;-7340194,61;-7335597,36
11 - Personalaufwendungen;5341629,91;4967063,06;5251902,49;5242881,70;5214443,79;5254560,50;5323676,16;5393631,48
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;18503966,07;19214764,61;18320516,56;19008413,44;19111198,72;19213761,80;19216595,80;19219459,00
14 - Bilanzielle Abschreibungen;22791184,40;24031592,31;22709755,17;22928633,24;13660164,61;13142288,61;13101834,99;13082647,39
15 - Transferaufwendungen;;99950,00;;;;;;
16 - Sonstige ordentliche Aufwendungen;1906657,86;1977983,00;1905300,32;2020341,44;2010354,52;2010354,48;2010354,48;2010354,48
17 = Ordentliche Aufwendungen;48543438,24;50291352,98;48187474,54;49200269,82;39996161,64;39620965,39;39652461,43;39706092,35
18 = Ordentliches Ergebnis (= 10 + 17);36824885,35;38209181,17;36673919,49;37346194,59;32340511,17;32272224,85;32312266,82;32370494,99
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;161,00;3384,32;3100,00;3100,00;3100,00;3100,00;3100,00;3100,00
21 = Finanzergebnis (= 19 + 20);161,00;3384,32;3100,00;3100,00;3100,00;3100,00;3100,00;3100,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);36825046,35;38212565,49;36677019,49;37349294,59;32343611,17;32275324,85;32315366,82;32373594,99
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);36825046,35;38212565,49;36677019,49;37349294,59;32343611,17;32275324,85;32315366,82;32373594,99
27 + Erträge aus internen Leistungsbeziehungen;;;-2000,00;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;1862851,35;10722704,02;3770459,25;6943393,77;6930603,35;6927196,85;6925341,99;6933144,07
29 = Teilergebnis  (= 26, 27, 28);38687897,70;48935269,51;40445478,74;44292688,36;39274214,52;39202521,70;39240708,81;39306739,06
