;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-76004,92;-75263,74;-72377,92;-71261,32;-70860,67;-70703,32;-70196,92;-70004,10
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-150,00;-1530,00;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-100,00;;;;;;
7 + Sonstige ordentliche Erträge;-340,58;-0,82;;;;;;
8 + Aktivierte Eigenleistungen;-241,81;;-277,44;-278,64;-259,20;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-76737,31;-76894,56;-72655,36;-71539,96;-71119,87;-70703,32;-70196,92;-70004,10
11 - Personalaufwendungen;647761,97;694605,36;328972,88;360823,91;359999,36;362726,87;367240,03;371808,86
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;19718,35;16219,72;80836,60;77698,76;77929,96;78167,52;78404,96;78642,52
14 - Bilanzielle Abschreibungen;8624,87;7700,46;3270,64;1675,92;1108,08;861,12;221,52;13,20
15 - Transferaufwendungen;10000,00;10000,00;10000,00;10000,00;10000,00;10000,00;10000,00;10000,00
16 - Sonstige ordentliche Aufwendungen;30018,00;38220,24;43798,96;45096,40;45102,88;45102,84;45102,84;45102,84
17 = Ordentliche Aufwendungen;716123,19;766745,78;466879,08;495294,99;494140,28;496858,35;500969,35;505567,42
18 = Ordentliches Ergebnis (= 10 + 17);639385,88;689851,22;394223,72;423755,03;423020,41;426155,03;430772,43;435563,32
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);639385,88;689851,22;394223,72;423755,03;423020,41;426155,03;430772,43;435563,32
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);639385,88;689851,22;394223,72;423755,03;423020,41;426155,03;430772,43;435563,32
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;115873,72;101900,15;80208,26;51668,65;51522,86;51478,53;51595,05;51888,29
29 = Teilergebnis  (= 26, 27, 28);755259,60;791751,37;474431,98;475423,68;474543,27;477633,56;482367,48;487451,61
