;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-88517,18;-207921,03;-40438,53;-94000,32;-93986,57;-93917,45;-93891,44;-93572,65
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-41590,90;;-1200,00;-1200,00;-1200,00;-1200,00;-1200,00;-1200,00
5 + Privatrechtliche Leistungsentgelte;-300431,02;-294313,68;-220000,00;-220000,00;-220000,00;-220000,00;-220000,00;-220000,00
6 + Kostenerstattungen und Kostenumlagen;-24332,91;-4114,90;-25850,00;-10300,00;-10300,00;-10300,00;-10300,00;-10300,00
7 + Sonstige ordentliche Erträge;-4404,70;-4788,01;-50,00;-50,00;-50,00;-50,00;-50,00;-50,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-459276,71;-511137,62;-287538,53;-325550,32;-325536,57;-325467,45;-325441,44;-325122,65
11 - Personalaufwendungen;1446339,37;1365468,99;1413838,18;1519773,43;1531370,65;1544866,05;1565418,97;1586221,37
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;272194,98;360546,71;318085,92;325569,32;327269,92;328361,84;329471,60;330599,04
14 - Bilanzielle Abschreibungen;122959,99;119886,26;94125,42;91444,18;83329,87;66343,12;62500,06;61506,80
15 - Transferaufwendungen;17248,00;17248,00;23000,00;23000,00;23000,00;23000,00;23000,00;23000,00
16 - Sonstige ordentliche Aufwendungen;87594,56;81359,71;86980,43;90770,28;91686,89;91686,97;91686,97;91686,97
17 = Ordentliche Aufwendungen;1946336,90;1944509,67;1936029,95;2050557,21;2056657,33;2054257,98;2072077,60;2093014,18
18 = Ordentliches Ergebnis (= 10 + 17);1487060,19;1433372,05;1648491,42;1725006,89;1731120,76;1728790,53;1746636,16;1767891,53
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1487060,19;1433372,05;1648491,42;1725006,89;1731120,76;1728790,53;1746636,16;1767891,53
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1487060,19;1433372,05;1648491,42;1725006,89;1731120,76;1728790,53;1746636,16;1767891,53
27 + Erträge aus internen Leistungsbeziehungen;-17181,04;-34172,51;-25008,00;-25008,00;-25008,00;-25008,00;-25008,00;-25008,00
28 - Aufwendungen aus internen Leistungsbeziehungen;170375,10;154180,62;141015,38;144944,00;145038,38;144938,38;145495,89;146807,92
29 = Teilergebnis  (= 26, 27, 28);1640254,25;1553380,16;1764498,80;1844942,89;1851151,14;1848720,91;1867124,05;1889691,45
