;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-70920,12;-9313,30;-217,98;-29347,14;-247,14;-244,65;-217,98;-217,99
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-358,88;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-71279,00;-9313,30;-217,98;-29347,14;-247,14;-244,65;-217,98;-217,99
11 - Personalaufwendungen;613497,40;581674,71;540524,69;542418,35;545826,92;550616,04;557911,74;565295,98
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;63531,11;62593,17;62329,08;62079,84;62552,96;63695,04;64157,28;64619,52
14 - Bilanzielle Abschreibungen;597,60;599,13;217,98;247,14;247,14;244,62;217,98;217,99
15 - Transferaufwendungen;70000,00;8750,00;;29100,00;;;;
16 - Sonstige ordentliche Aufwendungen;53760,10;52172,22;54369,83;58231,51;58327,20;59875,93;59875,93;59875,93
17 = Ordentliche Aufwendungen;801386,21;705789,23;657441,58;692076,84;666954,22;674431,63;682162,93;690009,42
18 = Ordentliches Ergebnis (= 10 + 17);730107,21;696475,93;657223,60;662729,70;666707,08;674186,98;681944,95;689791,43
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);730107,21;696475,93;657223,60;662729,70;666707,08;674186,98;681944,95;689791,43
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);730107,21;696475,93;657223,60;662729,70;666707,08;674186,98;681944,95;689791,43
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;89577,17;76770,42;74363,72;67484,13;67278,34;68408,53;68619,63;69078,32
29 = Teilergebnis  (= 26, 27, 28);819684,38;773246,35;731587,32;730213,83;733985,42;742595,51;750564,58;758869,75
