;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-959,16;-93,83;-14,88;-38,40;-38,40;-38,40;-38,40;-38,40
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-8719,69;-12407,45;-17749,36;-15399,64;-15452,92;-15507,24;-15535,85;-15502,81
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-9678,85;-12501,28;-17764,24;-15438,04;-15491,32;-15545,64;-15574,25;-15541,21
11 - Personalaufwendungen;493217,27;448374,85;536004,85;537675,10;540052,00;543807,01;549542,50;555352,48
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;9763,76;9035,18;10957,80;10154,04;10300,44;10461,04;10635,68;10796,20
14 - Bilanzielle Abschreibungen;476,18;178,40;18,60;42,12;42,12;42,12;42,12;42,12
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;12359,28;11373,45;12861,60;12563,88;12563,84;12563,84;12563,84;12563,84
17 = Ordentliche Aufwendungen;515816,49;468961,88;559842,85;560435,14;562958,40;566874,01;572784,14;578754,64
18 = Ordentliches Ergebnis (= 10 + 17);506137,64;456460,60;542078,61;544997,10;547467,08;551328,37;557209,89;563213,43
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);506137,64;456460,60;542078,61;544997,10;547467,08;551328,37;557209,89;563213,43
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);506137,64;456460,60;542078,61;544997,10;547467,08;551328,37;557209,89;563213,43
27 + Erträge aus internen Leistungsbeziehungen;-505076,60;-494890,72;-562411,92;-562848,26;-565133,30;-568704,91;-574145,09;-579698,43
28 - Aufwendungen aus internen Leistungsbeziehungen;44768,11;66149,01;65933,75;63487,32;63487,32;63487,32;63487,32;63487,32
29 = Teilergebnis  (= 26, 27, 28);45829,15;27718,89;45600,44;45636,16;45821,10;46110,78;46552,12;47002,32
