;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-181407,81;-84987,65;-59575,08;-76655,99;-65620,12;-59955,35;-45373,58;-31621,83
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-865,16;;;;;;;
7 + Sonstige ordentliche Erträge;-8050510,51;-8375677,01;-9000000,00;-9000000,00;-9000000,00;-9000000,00;-9000000,00;-9000000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-8232783,48;-8460664,66;-9059575,08;-9076655,99;-9065620,12;-9059955,35;-9045373,58;-9031621,83
11 - Personalaufwendungen;2902343,65;3017966,92;3452030,48;3597836,47;3583391,14;3615743,80;3665015,02;3714878,87
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;195765,12;177828,75;252008,04;237284,74;240975,82;241997,94;243052,78;244107,42
14 - Bilanzielle Abschreibungen;250993,15;127167,00;98818,98;110824,30;79143,11;70113,32;53467,66;37584,41
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;414319,92;167587,75;79311,04;106044,68;106351,28;106351,32;106351,32;106351,32
17 = Ordentliche Aufwendungen;3763421,84;3490550,42;3882168,54;4051990,19;4009861,35;4034206,38;4067886,78;4102922,02
18 = Ordentliches Ergebnis (= 10 + 17);-4469361,64;-4970114,24;-5177406,54;-5024665,80;-5055758,77;-5025748,97;-4977486,80;-4928699,81
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-4469361,64;-4970114,24;-5177406,54;-5024665,80;-5055758,77;-5025748,97;-4977486,80;-4928699,81
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-4469361,64;-4970114,24;-5177406,54;-5024665,80;-5055758,77;-5025748,97;-4977486,80;-4928699,81
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;1552319,69;1498150,88;1487999,77;1801667,63;1821982,46;1821922,70;1823318,57;1826270,99
29 = Teilergebnis  (= 26, 27, 28);-2917041,95;-3471963,36;-3689406,77;-3222998,17;-3233776,31;-3203826,27;-3154168,23;-3102428,82
