;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-517,17;-0,86;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-266104,92;-268857,38;-256415,98;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-266622,09;-268858,24;-256415,98;;;;;
11 - Personalaufwendungen;516460,34;535751,11;415857,44;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;6997,03;9269,54;13434,72;;;;;
14 - Bilanzielle Abschreibungen;497,26;5,35;;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;8696,36;10479,86;12400,84;;;;;
17 = Ordentliche Aufwendungen;532650,99;555505,86;441693,00;;;;;
18 = Ordentliches Ergebnis (= 10 + 17);266028,90;286647,62;185277,02;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);266028,90;286647,62;185277,02;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);266028,90;286647,62;185277,02;;;;;
27 + Erträge aus internen Leistungsbeziehungen;-294700,76;-305595,85;-204223,30;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;52641,09;36064,56;35504,77;;;;;
29 = Teilergebnis  (= 26, 27, 28);23969,23;17116,33;16558,49;;;;;
