;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-111171,35;-110878,11;-107312,56;-108558,06;-107632,86;-107269,47;-106099,83;-105654,53
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-805,00;-560,00;-1000,00;-1000,00;-1000,00;-1000,00;-1000,00;-1000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-21119,13;-30030,71;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
7 + Sonstige ordentliche Erträge;-62,56;-63,48;-62,56;-62,57;-62,56;-62,57;-62,56;-62,57
8 + Aktivierte Eigenleistungen;-82341,66;-74101,40;-101115,00;-119226,84;-185256,96;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-215499,70;-215633,70;-219490,12;-238847,47;-303952,38;-118332,04;-117162,39;-116717,10
11 - Personalaufwendungen;696759,17;742597,87;583511,48;647834,68;646352,50;651215,54;659285,91;667456,00
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;535367,77;958111,08;1126574,16;1212475,12;1212939,92;1213211,68;1213487,52;1213659,28
14 - Bilanzielle Abschreibungen;1712950,63;1850886,07;1707809,34;1688011,50;1648158,51;1647591,05;1646117,04;1645635,68
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;279017,39;1128896,51;352170,44;359020,44;359031,36;359031,32;359031,32;359031,32
17 = Ordentliche Aufwendungen;3224094,96;4680491,53;3770065,42;3907341,74;3866482,29;3871049,59;3877921,79;3885782,28
18 = Ordentliches Ergebnis (= 10 + 17);3008595,26;4464857,83;3550575,30;3668494,27;3562529,91;3752717,55;3760759,40;3769065,18
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);3008595,26;4464857,83;3550575,30;3668494,27;3562529,91;3752717,55;3760759,40;3769065,18
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);3008595,26;4464857,83;3550575,30;3668494,27;3562529,91;3752717,55;3760759,40;3769065,18
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;161140,59;168809,51;199049,40;157126,67;156120,40;155608,83;155591,44;156307,90
29 = Teilergebnis  (= 26, 27, 28);3169735,85;4633667,34;3749624,70;3825620,94;3718650,31;3908326,38;3916350,84;3925373,08
