;"Ergebnis des Vorvorvorjahres K4/2013";"Ergebnis des Vorvorjahres K4/2014";"Ansatz des Vorjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018";"Planung des Haushaltsjahres K4/2019";"Planung des Haushaltsjahres K4/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-28.532.840,86 EUR";"-29.063.781,81 EUR";"-28.286.300,00 EUR";"-28.720.000,00 EUR";"-29.150.350,00 EUR";"-29.590.000,00 EUR";"-30.030.000,00 EUR";"-30.480.000,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-222.988,91 EUR";"-245.766,00 EUR";"-290.700,00 EUR";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-28.755.829,77 EUR";"-29.309.547,81 EUR";"-28.577.000,00 EUR";"-28.720.000,00 EUR";"-29.150.350,00 EUR";"-29.590.000,00 EUR";"-30.030.000,00 EUR";"-30.480.000,00 EUR"
"11 - Personalaufwendungen";"15.000,00 EUR";"16.250,00 EUR";"15.000,00 EUR";"15.000,00 EUR";"15.000,00 EUR";"15.000,00 EUR";"15.000,00 EUR";"15.000,00 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"";"";"";"";"";"";"";""
"14 - Bilanzielle Abschreibungen";"";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"27.508.656,65 EUR";"27.817.142,45 EUR";"27.098.950,00 EUR";"28.509.100,00 EUR";"28.934.100,00 EUR";"29.364.100,00 EUR";"29.804.100,00 EUR";"30.249.100,00 EUR"
"17 = Ordentliche Aufwendungen";"27.523.656,65 EUR";"27.833.392,45 EUR";"27.113.950,00 EUR";"28.524.100,00 EUR";"28.949.100,00 EUR";"29.379.100,00 EUR";"29.819.100,00 EUR";"30.264.100,00 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"-1.232.173,12 EUR";"-1.476.155,36 EUR";"-1.463.050,00 EUR";"-195.900,00 EUR";"-201.250,00 EUR";"-210.900,00 EUR";"-210.900,00 EUR";"-215.900,00 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"-1.232.173,12 EUR";"-1.476.155,36 EUR";"-1.463.050,00 EUR";"-195.900,00 EUR";"-201.250,00 EUR";"-210.900,00 EUR";"-210.900,00 EUR";"-215.900,00 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"-1.232.173,12 EUR";"-1.476.155,36 EUR";"-1.463.050,00 EUR";"-195.900,00 EUR";"-201.250,00 EUR";"-210.900,00 EUR";"-210.900,00 EUR";"-215.900,00 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"1.801.509,87 EUR";"1.476.374,95 EUR";"1.394.875,15 EUR";"1.377.212,53 EUR";"1.380.022,13 EUR";"1.382.015,74 EUR";"1.385.039,02 EUR";"1.388.295,70 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"569.336,75 EUR";"219,59 EUR";"-68.174,85 EUR";"1.181.312,53 EUR";"1.178.772,13 EUR";"1.171.115,74 EUR";"1.174.139,02 EUR";"1.172.395,70 EUR"
