;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2981,31;-350,75;-5,88;-33,48;-33,48;-31,56;-10,20;-10,20
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2981,31;-350,75;-5,88;-33,48;-33,48;-31,56;-10,20;-10,20
11 - Personalaufwendungen;67613,01;133442,35;118116,09;136499,34;138309,72;139198,84;140558,53;141936,24
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;6221,55;7136,65;18353,92;7756,24;7693,76;7891,68;8031,28;8170,88
14 - Bilanzielle Abschreibungen;183,04;350,65;5,88;33,48;33,48;31,56;10,20;10,20
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;189842,18;203294,51;170366,91;219665,21;219213,79;219346,53;219346,53;219346,53
17 = Ordentliche Aufwendungen;263859,78;344224,16;306842,80;363954,27;365250,75;366468,61;367946,54;369463,85
18 = Ordentliches Ergebnis (= 10 + 17);260878,47;343873,41;306836,92;363920,79;365217,27;366437,05;367936,34;369453,65
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);260878,47;343873,41;306836,92;363920,79;365217,27;366437,05;367936,34;369453,65
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);260878,47;343873,41;306836,92;363920,79;365217,27;366437,05;367936,34;369453,65
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;35366,67;32710,20;30635,20;30058,15;29920,79;30502,60;30537,49;30631,60
29 = Teilergebnis  (= 26, 27, 28);296245,14;376583,61;337472,12;393978,94;395138,06;396939,65;398473,83;400085,25
