;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-254816,08;-261048,81;-83629,11;-260335,21;-259427,45;-255085,08;-249853,15;-241384,04
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-4155,96;;-40,00;-40,00;-40,00;-40,00;-40,00;-40,00
5 + Privatrechtliche Leistungsentgelte;-34686,19;-31114,88;-39300,00;-39300,00;-39300,00;-39300,00;-39300,00;-39300,00
6 + Kostenerstattungen und Kostenumlagen;-175464,92;-1564639,81;-1032160,00;-1032160,00;-1032160,00;-1032160,00;-1032160,00;-1032160,00
7 + Sonstige ordentliche Erträge;-24391,18;-11775,82;-550,00;-550,00;-550,00;-550,00;-550,00;-550,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-493514,33;-1868579,32;-1155679,11;-1332385,21;-1331477,45;-1327135,08;-1321903,15;-1313434,04
11 - Personalaufwendungen;5318657,09;5144290,67;5840480,20;5781405,55;5708354,35;5758115,17;5839210,87;5921268,36
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;2484615,23;2513969,32;2643245,65;2688468,11;2696409,83;2700646,15;2704951,95;2709327,35
14 - Bilanzielle Abschreibungen;297317,91;323353,99;146404,41;295547,49;288781,39;278785,21;255490,29;237040,90
15 - Transferaufwendungen;18,50;16,65;;;;;;
16 - Sonstige ordentliche Aufwendungen;381499,10;358954,04;398433,43;367725,59;361565,30;361565,26;361565,26;361565,26
17 = Ordentliche Aufwendungen;8482107,83;8340584,67;9028563,69;9133146,74;9055110,87;9099111,79;9161218,37;9229201,87
18 = Ordentliches Ergebnis (= 10 + 17);7988593,50;6472005,35;7872884,58;7800761,53;7723633,42;7771976,71;7839315,22;7915767,83
19 + Finanzerträge;;-16,65;-37,53;-37,51;-37,51;-37,51;-37,51;-37,51
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;-16,65;-37,53;-37,51;-37,51;-37,51;-37,51;-37,51
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);7988593,50;6471988,70;7872847,05;7800724,02;7723595,91;7771939,20;7839277,71;7915730,32
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);7988593,50;6471988,70;7872847,05;7800724,02;7723595,91;7771939,20;7839277,71;7915730,32
27 + Erträge aus internen Leistungsbeziehungen;-312807,35;-481348,99;-480003,84;-480003,84;-480003,84;-480003,84;-480003,84;-480003,84
28 - Aufwendungen aus internen Leistungsbeziehungen;730474,80;661619,25;664812,47;624869,12;615146,85;614174,59;616154,10;621526,62
29 = Teilergebnis  (= 26, 27, 28);8406260,95;6652258,96;8057655,68;7945589,30;7858738,92;7906109,95;7975427,97;8057253,10
