;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-29678,91;-417,41;-50,28;-64,44;-64,44;-64,44;-64,44;-64,44
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-2200,00;-22899,80;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-31878,91;-23317,21;-550,28;-564,44;-564,44;-564,44;-564,44;-564,44
11 - Personalaufwendungen;504449,33;434899,28;537252,18;513268,88;520728,99;524528,81;530329,54;536204,05
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;658,74;621,58;855,00;40855,00;40855,04;40855,00;40855,00;40855,00
14 - Bilanzielle Abschreibungen;1244,10;428,80;71,64;75,84;75,84;75,84;75,84;75,84
15 - Transferaufwendungen;27036,00;47976,00;40000,00;;;;;
16 - Sonstige ordentliche Aufwendungen;16183,92;8521,13;5775,60;5685,20;5685,16;5685,20;5685,20;5685,20
17 = Ordentliche Aufwendungen;549572,09;492446,79;583954,42;559884,92;567345,03;571144,85;576945,58;582820,09
18 = Ordentliches Ergebnis (= 10 + 17);517693,18;469129,58;583404,14;559320,48;566780,59;570580,41;576381,14;582255,65
19 + Finanzerträge;;-37285,86;-40000,00;-40000,00;-40000,00;-40000,00;-40000,00;-40000,00
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;-37285,86;-40000,00;-40000,00;-40000,00;-40000,00;-40000,00;-40000,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);517693,18;431843,72;543404,14;519320,48;526780,59;530580,41;536381,14;542255,65
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);517693,18;431843,72;543404,14;519320,48;526780,59;530580,41;536381,14;542255,65
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;220057,62;214777,80;197401,35;177981,14;177933,81;177876,84;178013,48;178377,09
29 = Teilergebnis  (= 26, 27, 28);737750,80;646621,52;740805,49;697301,62;704714,40;708457,25;714394,62;720632,74
