;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-860,24;-515,69;-201,72;-281,12;-153,80;-105,25;-51,57;-45,05
3 + Sonstige Transfererträge;-7023914,56;-2130028,69;-1430000,00;-1430000,00;-1430000,00;-1430000,00;-1430000,00;-1430000,00
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-2492543,95;-2664699,35;-2700000,00;-2700000,00;-2700000,00;-2700000,00;-2700000,00;-2700000,00
7 + Sonstige ordentliche Erträge;-1599,44;;-160000,00;-160000,00;-160000,00;-160000,00;-160000,00;-160000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-9518918,19;-4795243,73;-4290201,72;-4290281,12;-4290153,80;-4290105,25;-4290051,57;-4290045,05
11 - Personalaufwendungen;996094,90;992731,15;997762,19;986424,09;983451,33;987186,11;998402,73;1009761,01
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;536596,57;504401,11;405092,96;383623,72;383623,60;383623,72;383623,72;383623,72
14 - Bilanzielle Abschreibungen;3905,43;3899,91;3553,92;3534,70;3407,52;3356,36;3275,64;3269,16
15 - Transferaufwendungen;5605217,29;5659950,91;5800000,00;5800000,00;5800000,00;5800000,00;5800000,00;5800000,00
16 - Sonstige ordentliche Aufwendungen;4838344,77;4457327,93;74094,76;3813,88;3813,92;3813,96;3813,96;3813,96
17 = Ordentliche Aufwendungen;11980158,96;11618311,01;7280503,83;7177396,39;7174296,37;7177980,15;7189116,05;7200467,85
18 = Ordentliches Ergebnis (= 10 + 17);2461240,77;6823067,28;2990302,11;2887115,27;2884142,57;2887874,90;2899064,48;2910422,80
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);2461240,77;6823067,28;2990302,11;2887115,27;2884142,57;2887874,90;2899064,48;2910422,80
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);2461240,77;6823067,28;2990302,11;2887115,27;2884142,57;2887874,90;2899064,48;2910422,80
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;202538,77;194486,46;151584,99;144737,02;143678,78;143300,83;143508,05;144263,05
29 = Teilergebnis  (= 26, 27, 28);2663779,54;7017553,74;3141887,10;3031852,29;3027821,35;3031175,73;3042572,53;3054685,85
