;"Ergebnis des Vorvorvorjahres K4/2013";"Ergebnis des Vorvorjahres K4/2014";"Ansatz des Vorjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018";"Planung des Haushaltsjahres K4/2019";"Planung des Haushaltsjahres K4/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-268.270,00 EUR";"-23.029,33 EUR";"";"";"-310.000,00 EUR";"";"";""
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-268.270,00 EUR";"-23.029,33 EUR";"";"";"-310.000,00 EUR";"";"";""
"11 - Personalaufwendungen";"";"";"";"";"147.147,36 EUR";"";"";""
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"74.220,15 EUR";"";"";"";"182.686,32 EUR";"";"";""
"14 - Bilanzielle Abschreibungen";"";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"343,00 EUR";"";"";"";"4.550,04 EUR";"";"";""
"17 = Ordentliche Aufwendungen";"74.563,15 EUR";"";"";"";"334.383,72 EUR";"";"";""
"18 = Ordentliches Ergebnis (= 10 + 17)";"-193.706,85 EUR";"-23.029,33 EUR";"";"";"24.383,72 EUR";"";"";""
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"-193.706,85 EUR";"-23.029,33 EUR";"";"";"24.383,72 EUR";"";"";""
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"-193.706,85 EUR";"-23.029,33 EUR";"";"";"24.383,72 EUR";"";"";""
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"4.418,10 EUR";"";"";"";"16.128,18 EUR";"";"";""
"29 = Teilergebnis  (= 26, 27, 28)";"-189.288,75 EUR";"-23.029,33 EUR";"";"";"40.511,90 EUR";"";"";""
