;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-200629,39;-382365,86;-3028,66;-228028,66;-73028,66;-73028,66;-73028,66;-73028,66
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-36142,00;-51962,71;-61200,00;-81550,00;-64800,00;-65100,00;-64950,00;-61200,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-236771,39;-434328,57;-64228,66;-309578,66;-137828,66;-138128,66;-137978,66;-134228,66
11 - Personalaufwendungen;428793,08;416754,94;273707,06;275940,39;275245,56;277788,71;281661,02;285579,94
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;103680,37;111214,45;68600,00;85400,00;65750,00;87500,00;68550,00;89700,00
14 - Bilanzielle Abschreibungen;38,66;38,66;38,66;38,66;38,66;38,66;38,66;38,66
15 - Transferaufwendungen;585314,78;776658,38;447300,00;709050,00;537300,00;537300,00;537300,00;537300,00
16 - Sonstige ordentliche Aufwendungen;349290,76;338896,08;314820,08;324170,08;324170,08;324170,08;324170,08;324170,08
17 = Ordentliche Aufwendungen;1467117,65;1643562,51;1104465,80;1394599,13;1202504,30;1226797,45;1211719,76;1236788,68
18 = Ordentliches Ergebnis (= 10 + 17);1230346,26;1209233,94;1040237,14;1085020,47;1064675,64;1088668,79;1073741,10;1102560,02
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1230346,26;1209233,94;1040237,14;1085020,47;1064675,64;1088668,79;1073741,10;1102560,02
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1230346,26;1209233,94;1040237,14;1085020,47;1064675,64;1088668,79;1073741,10;1102560,02
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;67608,55;68624,52;63213,07;54370,76;53232,49;54155,21;53427,81;54584,47
29 = Teilergebnis  (= 26, 27, 28);1297954,81;1277858,46;1103450,21;1139391,23;1117908,13;1142824,00;1127168,91;1157144,49
