;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-8776,00;-8679,19;-7406,89;-7951,88;-7951,95;-6656,25;-6405,42;-5516,23
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-297,50;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-76255,03;-85906,68;-45100,00;-45100,00;-45100,00;-45100,00;-45100,00;-45100,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-826,17;;-100,00;-100,00;-100,00;-100,00;-100,00;-100,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-86154,70;-94585,87;-52606,89;-53151,88;-53151,95;-51856,25;-51605,42;-50716,23
11 - Personalaufwendungen;288563,89;240105,06;201759,73;207008,01;211268,06;213178,80;216086,85;219031,13
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;243567,35;266956,89;323296,88;297264,44;302309,76;307554,76;312805,92;318251,24
14 - Bilanzielle Abschreibungen;19328,54;18851,27;17411,64;17221,14;14949,72;11926,53;6925,03;5889,51
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1625525,91;1615167,14;1615058,30;1665480,80;1665480,80;1665480,88;1665480,88;1665480,88
17 = Ordentliche Aufwendungen;2176985,69;2141080,36;2157526,55;2186974,39;2194008,34;2198140,97;2201298,68;2208652,76
18 = Ordentliches Ergebnis (= 10 + 17);2090830,99;2046494,49;2104919,66;2133822,51;2140856,39;2146284,72;2149693,26;2157936,53
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);2090830,99;2046494,49;2104919,66;2133822,51;2140856,39;2146284,72;2149693,26;2157936,53
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);2090830,99;2046494,49;2104919,66;2133822,51;2140856,39;2146284,72;2149693,26;2157936,53
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;49830,62;46716,46;43713,46;41397,50;41464,62;41572,94;41820,27;42285,23
29 = Teilergebnis  (= 26, 27, 28);2140661,61;2093210,95;2148633,12;2175220,01;2182321,01;2187857,66;2191513,53;2200221,76
