;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-33609,62;-30768,04;-871,32;-52577,14;-52567,66;-52374,36;-52290,32;-52202,12
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-4116,72;-6230,34;-5050,00;-5050,00;-5050,00;-5050,00;-5050,00;-5050,00
5 + Privatrechtliche Leistungsentgelte;-358229,58;-357582,96;-344350,00;-344350,00;-344350,00;-344350,00;-344350,00;-344350,00
6 + Kostenerstattungen und Kostenumlagen;-3349,90;-3850,70;-3300,00;-3300,00;-3300,00;-3300,00;-3300,00;-3300,00
7 + Sonstige ordentliche Erträge;-247,61;-101,91;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-399553,43;-398533,95;-353571,32;-405277,14;-405267,66;-405074,36;-404990,32;-404902,12
11 - Personalaufwendungen;188800,90;161179,73;161363,92;161814,52;161564,32;163061,06;165395,29;167756,56
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;97426,61;104147,94;134484,32;134917,76;135121,40;135243,20;135367,16;135493,04
14 - Bilanzielle Abschreibungen;3283,88;3573,49;1525,92;3257,76;3187,20;2935,00;2662,68;2470,56
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;10717,66;9463,70;11734,87;11410,37;11411,56;11411,56;11411,56;11411,56
17 = Ordentliche Aufwendungen;300229,05;278364,86;309109,03;311400,41;311284,48;312650,82;314836,69;317131,72
18 = Ordentliches Ergebnis (= 10 + 17);-99324,38;-120169,09;-44462,29;-93876,73;-93983,18;-92423,54;-90153,63;-87770,40
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-99324,38;-120169,09;-44462,29;-93876,73;-93983,18;-92423,54;-90153,63;-87770,40
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-99324,38;-120169,09;-44462,29;-93876,73;-93983,18;-92423,54;-90153,63;-87770,40
27 + Erträge aus internen Leistungsbeziehungen;-3258,41;-5014,05;-5000,04;-5000,04;-5000,04;-5000,04;-5000,04;-5000,04
28 - Aufwendungen aus internen Leistungsbeziehungen;25101,12;20520,31;21603,26;20269,04;20108,82;20062,28;20108,04;20273,18
29 = Teilergebnis  (= 26, 27, 28);-77481,67;-104662,83;-27859,07;-78607,73;-78874,40;-77361,30;-75045,63;-72497,26
