;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-406683,88;-440724,01;-285774,00;-297240,00;-301930,00;-306710,00;-306710,00;-306710,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-406683,88;-440724,01;-285774,00;-297240,00;-301930,00;-306710,00;-306710,00;-306710,00
11 - Personalaufwendungen;474267,14;486468,78;319508,17;316921,48;311049,13;310066,08;314393,00;318771,52
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;15634,59;15841,48;11700,00;17500,00;17700,00;18000,00;18300,00;18500,00
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;34837,53;30457,58;39500,00;31000,00;31000,00;31000,00;31000,00;31000,00
17 = Ordentliche Aufwendungen;524739,26;532767,84;370708,17;365421,48;359749,13;359066,08;363693,00;368271,52
18 = Ordentliches Ergebnis (= 10 + 17);118055,38;92043,83;84934,17;68181,48;57819,13;52356,08;56983,00;61561,52
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);118055,38;92043,83;84934,17;68181,48;57819,13;52356,08;56983,00;61561,52
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);118055,38;92043,83;84934,17;68181,48;57819,13;52356,08;56983,00;61561,52
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;24772,20;13134,60;16974,24;36710,88;36710,88;36710,88;36710,88;36710,88
29 = Teilergebnis  (= 26, 27, 28);142827,58;105178,43;101908,41;104892,36;94530,01;89066,96;93693,88;98272,40
