;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-333,80;-19,40;-6,20;-22,09;-22,09;-21,03;-6,72;-6,72
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-24843,00;-26996,28;-20000,00;-30000,00;-30000,00;-30000,00;-30000,00;-30000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-23942,97;-48899,20;-19999,92;-48166,64;-48166,64;-48166,64;-48166,64;-48166,64
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-49119,77;-75914,88;-40006,12;-78188,73;-78188,73;-78187,67;-78173,36;-78173,36
11 - Personalaufwendungen;162969,84;130824,00;161890,77;148474,60;137480,88;138727,59;140625,85;142546,25
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;7319,85;11390,96;5739,84;15688,28;15782,28;14089,72;14198,52;14307,32
14 - Bilanzielle Abschreibungen;183,30;19,78;6,20;22,14;22,13;21,09;6,72;6,72
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;20923,14;16096,15;17587,79;21796,71;21693,58;17703,10;17703,10;17703,10
17 = Ordentliche Aufwendungen;191396,13;158330,89;185224,60;185981,73;174978,87;170541,50;172534,19;174563,39
18 = Ordentliches Ergebnis (= 10 + 17);142276,36;82416,01;145218,48;107793,00;96790,14;92353,83;94360,83;96390,03
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);142276,36;82416,01;145218,48;107793,00;96790,14;92353,83;94360,83;96390,03
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);142276,36;82416,01;145218,48;107793,00;96790,14;92353,83;94360,83;96390,03
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;28071,04;20744,84;20734,72;21962,83;21280,72;18085,30;18140,48;18258,37
29 = Teilergebnis  (= 26, 27, 28);170347,40;103160,85;165953,20;129755,83;118070,86;110439,13;112501,31;114648,40
