;"Ergebnis des Vorvorvorjahres K4/2013";"Ergebnis des Vorvorjahres K4/2014";"Ansatz des Vorjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018";"Planung des Haushaltsjahres K4/2019";"Planung des Haushaltsjahres K4/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-72,35 EUR";"-72,36 EUR";"-72,35 EUR";"-72,36 EUR";"-72,35 EUR";"-72,36 EUR";"-72,35 EUR";"-72,36 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-6.986,60 EUR";"-23.737,10 EUR";"-10.887,97 EUR";"-13.631,30 EUR";"-13.655,02 EUR";"-13.682,49 EUR";"-13.689,47 EUR";"-13.660,26 EUR"
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-7.058,95 EUR";"-23.809,46 EUR";"-10.960,32 EUR";"-13.703,66 EUR";"-13.727,37 EUR";"-13.754,85 EUR";"-13.761,82 EUR";"-13.732,62 EUR"
"11 - Personalaufwendungen";"360.517,89 EUR";"337.822,31 EUR";"271.499,33 EUR";"264.839,20 EUR";"265.818,92 EUR";"267.646,51 EUR";"270.438,52 EUR";"273.266,86 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"10.523,11 EUR";"14.356,04 EUR";"18.800,00 EUR";"19.500,00 EUR";"19.700,00 EUR";"20.000,00 EUR";"20.300,00 EUR";"20.600,00 EUR"
"14 - Bilanzielle Abschreibungen";"72,35 EUR";"72,36 EUR";"72,35 EUR";"72,36 EUR";"72,35 EUR";"72,36 EUR";"72,35 EUR";"72,36 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"37.370,07 EUR";"44.023,45 EUR";"52.899,92 EUR";"54.299,92 EUR";"54.299,92 EUR";"54.299,92 EUR";"54.299,92 EUR";"54.299,92 EUR"
"17 = Ordentliche Aufwendungen";"408.483,42 EUR";"396.274,16 EUR";"343.271,60 EUR";"338.711,48 EUR";"339.891,19 EUR";"342.018,79 EUR";"345.110,79 EUR";"348.239,14 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"401.424,47 EUR";"372.464,70 EUR";"332.311,28 EUR";"325.007,82 EUR";"326.163,82 EUR";"328.263,94 EUR";"331.348,97 EUR";"334.506,52 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"401.424,47 EUR";"372.464,70 EUR";"332.311,28 EUR";"325.007,82 EUR";"326.163,82 EUR";"328.263,94 EUR";"331.348,97 EUR";"334.506,52 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"401.424,47 EUR";"372.464,70 EUR";"332.311,28 EUR";"325.007,82 EUR";"326.163,82 EUR";"328.263,94 EUR";"331.348,97 EUR";"334.506,52 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"-408.245,30 EUR";"-389.912,41 EUR";"-344.817,07 EUR";"-333.739,28 EUR";"-334.808,64 EUR";"-336.751,23 EUR";"-339.604,88 EUR";"-342.525,62 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"39.989,16 EUR";"39.286,64 EUR";"40.464,23 EUR";"35.791,32 EUR";"35.791,32 EUR";"35.791,32 EUR";"35.791,32 EUR";"35.791,32 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"33.168,33 EUR";"21.838,93 EUR";"27.958,44 EUR";"27.059,86 EUR";"27.146,50 EUR";"27.304,03 EUR";"27.535,41 EUR";"27.772,22 EUR"
