;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-75,28;-75,28;-75,28;-75,28;-75,28;-75,28;-75,28;-75,28
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-6754,49;-9395,97;-8199,43;-7206,75;-7259,95;-7283,89;-7290,83;-7271,38
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-6829,77;-9471,25;-8274,71;-7282,03;-7335,23;-7359,17;-7366,11;-7346,66
11 - Personalaufwendungen;333206,16;322214,00;191706,64;195406,24;197631,78;199209,86;201616,46;204052,80
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;11121,22;7964,65;13750,00;14050,00;14150,00;14350,00;14450,00;14650,00
14 - Bilanzielle Abschreibungen;75,28;75,28;75,28;125,95;125,95;125,95;125,95;125,95
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;35318,71;24519,88;33900,00;34700,00;34700,00;34700,00;34700,00;34700,00
17 = Ordentliche Aufwendungen;379721,37;354773,81;239431,92;244282,19;246607,73;248385,81;250892,41;253528,75
18 = Ordentliches Ergebnis (= 10 + 17);372891,60;345302,56;231157,21;237000,16;239272,50;241026,64;243526,30;246182,09
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);372891,60;345302,56;231157,21;237000,16;239272,50;241026,64;243526,30;246182,09
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);372891,60;345302,56;231157,21;237000,16;239272,50;241026,64;243526,30;246182,09
27 + Erträge aus internen Leistungsbeziehungen;-394672,56;-374773,72;-259622,41;-263436,33;-265538,06;-267160,63;-269473,04;-271929,62
28 - Aufwendungen aus internen Leistungsbeziehungen;53861,57;50461,69;49514,98;47795,00;47795,00;47795,00;47795,00;47795,00
29 = Teilergebnis  (= 26, 27, 28);32080,61;20990,53;21049,78;21358,83;21529,44;21661,01;21848,26;22047,47
