;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-982,40;-588,94;-230,40;-321,00;-175,70;-120,20;-58,89;-51,46
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-982,40;-588,94;-230,40;-321,00;-175,70;-120,20;-58,89;-51,46
11 - Personalaufwendungen;1137505,20;1133663,93;1139409,17;1126461,29;1123066,51;1127331,64;1140140,65;1153111,33
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;29773,48;31802,06;28655,40;4138,16;4138,04;4138,16;4138,16;4138,16
14 - Bilanzielle Abschreibungen;4459,86;4453,62;4058,62;4036,42;3891,16;3832,80;3740,68;3733,20
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;80023,44;81094,65;83471,52;3213,28;3213,52;3213,36;3213,36;3213,36
17 = Ordentliche Aufwendungen;1251761,98;1251014,26;1255594,71;1137849,15;1134309,23;1138515,96;1151232,85;1164196,05
18 = Ordentliches Ergebnis (= 10 + 17);1250779,58;1250425,32;1255364,31;1137528,15;1134133,53;1138395,76;1151173,96;1164144,59
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1250779,58;1250425,32;1255364,31;1137528,15;1134133,53;1138395,76;1151173,96;1164144,59
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1250779,58;1250425,32;1255364,31;1137528,15;1134133,53;1138395,76;1151173,96;1164144,59
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;172291,83;145128,82;139123,25;98663,57;97748,31;97488,84;97813,32;98593,66
29 = Teilergebnis  (= 26, 27, 28);1423071,41;1395554,14;1394487,56;1236191,72;1231881,84;1235884,60;1248987,28;1262738,25
