;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-512,34;-625,78;-130,57;-163,56;-163,56;-163,57;-163,56;-163,57
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-21153,87;-10629,91;;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-21666,21;-11255,69;-130,57;-10163,56;-10163,56;-10163,57;-10163,56;-10163,57
11 - Personalaufwendungen;1330664,96;1187470,16;1184677,14;1218594,97;1213443,03;1219335,75;1233439,06;1247719,79
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;56762,48;55071,10;45973,84;50936,44;51817,08;52727,20;53697,28;54622,36
14 - Bilanzielle Abschreibungen;398,17;825,78;297,73;336,93;336,94;336,91;212,59;187,65
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;91240,61;166635,10;105803,09;111776,72;111776,72;111776,72;111776,72;111776,72
17 = Ordentliche Aufwendungen;1479066,22;1410002,14;1336751,80;1381645,06;1377373,77;1384176,58;1399125,65;1414306,52
18 = Ordentliches Ergebnis (= 10 + 17);1457400,01;1398746,45;1336621,23;1371481,50;1367210,21;1374013,01;1388962,09;1404142,95
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1457400,01;1398746,45;1336621,23;1371481,50;1367210,21;1374013,01;1388962,09;1404142,95
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1457400,01;1398746,45;1336621,23;1371481,50;1367210,21;1374013,01;1388962,09;1404142,95
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;184837,82;175385,42;156236,10;152775,21;151728,23;151524,12;151918,40;152822,99
29 = Teilergebnis  (= 26, 27, 28);1642237,83;1574131,87;1492857,33;1524256,71;1518938,44;1525537,13;1540880,49;1556965,94
