;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-300807,90;-300530,79;-485564,96;-522917,28;-560267,27;-597612,52;-597612,51;-597612,52
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-300872,69;-475249,15;-461500,00;-497000,00;-532500,00;-568000,00;-568000,00;-568000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-33955,82;-143151,11;;;;;;
7 + Sonstige ordentliche Erträge;;;-0,92;-0,96;-0,96;-0,96;-0,96;-0,96
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-635636,41;-918931,05;-947065,88;-1019918,24;-1092768,23;-1165613,48;-1165613,47;-1165613,48
11 - Personalaufwendungen;275421,67;291725,59;335657,86;423784,29;431934,00;435221,75;440238,60;445317,94
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;9769,49;14856,24;39864,72;28021,24;29139,84;29233,64;30258,68;30258,68
14 - Bilanzielle Abschreibungen;240,64;268,13;46,17;58,99;58,98;53,01;53,02;53,01
15 - Transferaufwendungen;1325301,58;2048215,48;3073800,00;3156400,00;3239000,00;3321600,00;3411600,00;3511600,00
16 - Sonstige ordentliche Aufwendungen;21095,64;21419,69;24100,00;33895,76;33923,84;33951,92;33981,00;34009,16
17 = Ordentliche Aufwendungen;1631829,02;2376485,13;3473468,75;3642160,28;3734056,66;3820060,32;3916131,30;4021238,79
18 = Ordentliches Ergebnis (= 10 + 17);996192,61;1457554,08;2526402,87;2622242,04;2641288,43;2654446,84;2750517,83;2855625,31
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);996192,61;1457554,08;2526402,87;2622242,04;2641288,43;2654446,84;2750517,83;2855625,31
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);996192,61;1457554,08;2526402,87;2622242,04;2641288,43;2654446,84;2750517,83;2855625,31
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;165921,13;130521,47;137616,36;155866,96;155967,70;155933,08;156100,03;156409,92
29 = Teilergebnis  (= 26, 27, 28);1162113,74;1588075,55;2664019,23;2778109,00;2797256,13;2810379,92;2906617,86;3012035,23
