;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-511,93;-306,25;-134,04;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-4526,00;-4808,87;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
5 + Privatrechtliche Leistungsentgelte;-14973,96;-14973,96;-16000,00;-16000,00;-16000,00;-16000,00;-16000,00;-16000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;-0,06;;;;;;
8 + Aktivierte Eigenleistungen;-1737,73;-1903,25;-1007,64;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-21749,62;-21992,39;-27141,68;-26000,00;-26000,00;-26000,00;-26000,00;-26000,00
11 - Personalaufwendungen;52123,12;44822,74;52185,48;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;364115,89;340115,22;380482,60;339600,00;299800,00;249900,00;250100,00;250200,00
14 - Bilanzielle Abschreibungen;7644,19;7472,82;7130,32;6940,84;6940,84;6940,83;6940,85;6940,84
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;34178,96;34592,60;35446,76;33840,00;33840,00;33840,00;33840,00;33840,00
17 = Ordentliche Aufwendungen;458062,16;427003,38;475245,16;380380,84;340580,84;290680,83;290880,85;290980,84
18 = Ordentliches Ergebnis (= 10 + 17);436312,54;405010,99;448103,48;354380,84;314580,84;264680,83;264880,85;264980,84
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);436312,54;405010,99;448103,48;354380,84;314580,84;264680,83;264880,85;264980,84
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);436312,54;405010,99;448103,48;354380,84;314580,84;264680,83;264880,85;264980,84
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;26691,92;24116,66;26685,70;16018,12;14041,21;11751,59;11709,83;11760,93
29 = Teilergebnis  (= 26, 27, 28);463004,46;429127,65;474789,18;370398,96;328622,05;276432,42;276590,68;276741,77
