;"Ergebnis des Vorvorvorjahres K4/2013";"Ergebnis des Vorvorjahres K4/2014";"Ansatz des Vorjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018";"Planung des Haushaltsjahres K4/2019";"Planung des Haushaltsjahres K4/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-232.099,47 EUR";"-26.400,00 EUR";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-232.099,47 EUR";"-26.400,00 EUR";"";"";"";"";"";""
"11 - Personalaufwendungen";"";"";"";"";"";"";"";""
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"";"";"";"";"";"";"";""
"14 - Bilanzielle Abschreibungen";"";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"18.828,80 EUR";"26.398,10 EUR";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"";"";"";"";"";"";"";""
"17 = Ordentliche Aufwendungen";"18.828,80 EUR";"26.398,10 EUR";"";"";"";"";"";""
"18 = Ordentliches Ergebnis (= 10 + 17)";"-213.270,67 EUR";"-1,90 EUR";"";"";"";"";"";""
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"-213.270,67 EUR";"-1,90 EUR";"";"";"";"";"";""
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"-213.270,67 EUR";"-1,90 EUR";"";"";"";"";"";""
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"29 = Teilergebnis  (= 26, 27, 28)";"-213.270,67 EUR";"-1,90 EUR";"";"";"";"";"";""
