;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-445,62;-228,91;-104,66;-3,41;-1,85;-1,26;-0,57;-0,54
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-445,62;-228,91;-104,66;-3,41;-1,85;-1,26;-0,57;-0,54
11 - Personalaufwendungen;51505,57;51283,62;45562,35;12112,68;12075,91;12121,86;12259,76;12399,04
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;11405,93;12462,97;12604,80;8644,52;8844,76;9044,52;9244,52;9344,52
14 - Bilanzielle Abschreibungen;2023,32;1982,10;1840,93;43,29;41,69;41,11;40,13;40,15
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;31129,05;32134,31;35527,68;28534,68;28534,56;28534,68;28534,68;28534,68
17 = Ordentliche Aufwendungen;96063,87;97863,00;95535,76;49335,17;49496,92;49742,17;50079,09;50318,39
18 = Ordentliches Ergebnis (= 10 + 17);95618,25;97634,09;95431,10;49331,76;49495,07;49740,91;50078,52;50317,85
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);95618,25;97634,09;95431,10;49331,76;49495,07;49740,91;50078,52;50317,85
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);95618,25;97634,09;95431,10;49331,76;49495,07;49740,91;50078,52;50317,85
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;118614,31;172815,50;121988,23;220571,37;220565,02;220567,36;220577,67;220592,10
29 = Teilergebnis  (= 26, 27, 28);214232,56;270449,59;217419,33;269903,13;270060,09;270308,27;270656,19;270909,95
