;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-23,63;-2,76;-0,36;-0,36;-0,36;-0,36;-0,36
3 + Sonstige Transfererträge;;-1191,17;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;-2566,60;-3230,76;-3500,04;-3500,00;-3500,00;-3500,00;-3500,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-304781,81;;;;;;
7 + Sonstige ordentliche Erträge;;-993600,00;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;-1302163,21;-3233,52;-3500,40;-3500,36;-3500,36;-3500,36;-3500,36
11 - Personalaufwendungen;;45842,63;62196,43;29574,45;29604,85;29640,21;29955,57;30274,89
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;0,00;7257818,75;7001412,52;6817229,68;6797549,72;6779171,32;6771193,52;6771215,60
14 - Bilanzielle Abschreibungen;;30,28;3,48;0,96;0,96;0,96;0,96;0,96
15 - Transferaufwendungen;;11975,74;3300,00;27950,00;29950,00;32100,00;34300,00;36700,00
16 - Sonstige ordentliche Aufwendungen;;127191,45;6092,16;4728,40;4728,40;4728,40;4728,40;4728,40
17 = Ordentliche Aufwendungen;0,00;7442858,85;7073004,59;6879483,49;6861833,93;6845640,89;6840178,45;6842919,85
18 = Ordentliches Ergebnis (= 10 + 17);0,00;6140695,64;7069771,07;6875983,09;6858333,57;6842140,53;6836678,09;6839419,49
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);0,00;6140695,64;7069771,07;6875983,09;6858333,57;6842140,53;6836678,09;6839419,49
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);0,00;6140695,64;7069771,07;6875983,09;6858333,57;6842140,53;6836678,09;6839419,49
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;0,00;352076,73;367822,50;312735,91;307238,04;303741,75;302026,82;303326,44
29 = Teilergebnis  (= 26, 27, 28);0,00;6492772,37;7437593,57;7188719,00;7165571,61;7145882,28;7138704,91;7142745,93
