"";"Ergebnis des Vorvorvorjahres K4/2013";"Ergebnis des Vorvorjahres K4/2014";"Ansatz des Vorjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018";"Planung des Haushaltsjahres K4/2019";"Planung des Haushaltsjahres K4/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-268.696,80 EUR";"-200.894,44 EUR";"-94.868,94 EUR";"-128.864,13 EUR";"-107.497,31 EUR";"-74.056,26 EUR";"-40.902,15 EUR";"-36.016,40 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"-395.560,98 EUR";"-392.369,62 EUR";"-375.323,64 EUR";"-391.864,56 EUR";"-391.864,56 EUR";"-391.864,56 EUR";"-391.864,56 EUR";"-391.864,56 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"-632,13 EUR";"-15.442,81 EUR";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"-12.586,90 EUR";"-4.295,81 EUR";"-6.016,44 EUR";"-6.074,31 EUR";"-6.074,31 EUR";"-6.074,31 EUR";"-6.074,31 EUR";"-6.072,03 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-677.476,81 EUR";"-613.002,68 EUR";"-476.209,02 EUR";"-526.803,00 EUR";"-505.436,18 EUR";"-471.995,13 EUR";"-438.841,02 EUR";"-433.952,99 EUR"
"11 - Personalaufwendungen";"338.006,68 EUR";"289.537,45 EUR";"476.159,27 EUR";"304.664,33 EUR";"306.754,08 EUR";"309.512,93 EUR";"313.714,47 EUR";"317.966,13 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"2.663.935,03 EUR";"2.863.948,98 EUR";"2.727.104,00 EUR";"2.874.465,96 EUR";"2.926.364,32 EUR";"2.979.319,00 EUR";"3.037.569,12 EUR";"3.090.523,72 EUR"
"14 - Bilanzielle Abschreibungen";"276.200,04 EUR";"233.032,08 EUR";"144.411,77 EUR";"178.587,16 EUR";"145.625,68 EUR";"109.863,24 EUR";"68.380,28 EUR";"57.424,36 EUR"
"15 - Transferaufwendungen";"28.494,89 EUR";"38.658,69 EUR";"20.000,00 EUR";"20.000,00 EUR";"20.000,00 EUR";"20.000,00 EUR";"20.000,00 EUR";"20.000,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"3.872.577,60 EUR";"3.806.155,03 EUR";"3.601.937,76 EUR";"3.991.595,88 EUR";"4.002.186,72 EUR";"4.012.777,64 EUR";"4.023.368,60 EUR";"4.033.959,56 EUR"
"17 = Ordentliche Aufwendungen";"7.179.214,24 EUR";"7.231.332,23 EUR";"6.969.612,80 EUR";"7.369.313,33 EUR";"7.400.930,80 EUR";"7.431.472,81 EUR";"7.463.032,47 EUR";"7.519.873,77 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"6.501.737,43 EUR";"6.618.329,55 EUR";"6.493.403,78 EUR";"6.842.510,33 EUR";"6.895.494,62 EUR";"6.959.477,68 EUR";"7.024.191,45 EUR";"7.085.920,78 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"6.501.737,43 EUR";"6.618.329,55 EUR";"6.493.403,78 EUR";"6.842.510,33 EUR";"6.895.494,62 EUR";"6.959.477,68 EUR";"7.024.191,45 EUR";"7.085.920,78 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"6.501.737,43 EUR";"6.618.329,55 EUR";"6.493.403,78 EUR";"6.842.510,33 EUR";"6.895.494,62 EUR";"6.959.477,68 EUR";"7.024.191,45 EUR";"7.085.920,78 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"371.223,26 EUR";"352.592,09 EUR";"339.012,50 EUR";"293.276,62 EUR";"293.494,50 EUR";"294.640,47 EUR";"296.676,80 EUR";"299.797,91 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"6.872.960,69 EUR";"6.970.921,64 EUR";"6.832.416,28 EUR";"7.135.786,95 EUR";"7.188.989,12 EUR";"7.254.118,15 EUR";"7.320.868,25 EUR";"7.385.718,69 EUR"
