;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-66335,37;-67450,47;-77,35;-1693,74;-1673,65;-1649,03;-1581,91;-1575,98
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-116953,19;-55721,96;-54400,00;-56300,00;-56300,00;-56300,00;-56300,00;-56300,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-80000,00;-80000,00;-31950,00;;;;;
7 + Sonstige ordentliche Erträge;-3358,00;-782,00;-5000,00;-200,00;-200,00;-200,00;-200,00;-200,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-266646,56;-203954,43;-91427,35;-58193,74;-58173,65;-58149,03;-58081,91;-58075,98
11 - Personalaufwendungen;1038390,49;963504,53;833058,43;824048,18;777237,29;784461,78;795460,44;806590,61
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;205186,57;201767,61;113972,88;115747,64;115839,44;116129,12;116418,68;116732,52
14 - Bilanzielle Abschreibungen;1192,04;2289,64;343,62;1990,20;1970,06;1945,47;1788,59;1582,41
15 - Transferaufwendungen;178028,11;176364,47;188650,00;156700,00;156700,00;156700,00;156700,00;156700,00
16 - Sonstige ordentliche Aufwendungen;31259,60;35479,50;44264,88;49714,84;49180,28;49180,28;49180,28;49180,28
17 = Ordentliche Aufwendungen;1454056,81;1379405,75;1180289,81;1148200,86;1100927,07;1108416,65;1119547,99;1130785,82
18 = Ordentliches Ergebnis (= 10 + 17);1187410,25;1175451,32;1088862,46;1090007,12;1042753,42;1050267,62;1061466,08;1072709,84
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1187410,25;1175451,32;1088862,46;1090007,12;1042753,42;1050267,62;1061466,08;1072709,84
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1187410,25;1175451,32;1088862,46;1090007,12;1042753,42;1050267,62;1061466,08;1072709,84
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;242082,38;130384,07;100796,05;112185,62;107536,20;107509,85;107815,99;108485,84
29 = Teilergebnis  (= 26, 27, 28);1429492,63;1305835,39;1189658,51;1202192,74;1150289,62;1157777,47;1169282,07;1181195,68
