;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-420770,66;-355540,01;-162625,83;-229025,47;-204249,06;-166571,02;-126688,11;-108099,93
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-564660,15;-592912,33;-565925,52;-565020,96;-565020,96;-565020,96;-565020,96;-565020,96
6 + Kostenerstattungen und Kostenumlagen;-247,89;-5728,34;;;;;;
7 + Sonstige ordentliche Erträge;-3320,00;-3250,00;-3128,63;-3129,00;-3128,98;-3094,59;-2541,55;-1883,15
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-988998,70;-957430,68;-731679,98;-797175,43;-772399,00;-734686,57;-694250,62;-675004,04
11 - Personalaufwendungen;1260875,37;1149650,00;1193929,16;1204027,31;1209662,69;1221143,48;1238620,03;1256304,17
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3979142,67;4361832,62;4247875,40;4375824,92;4452018,04;4528372,20;4612361,84;4688715,96
14 - Bilanzielle Abschreibungen;395585,17;377706,21;234565,98;289798,99;260751,75;219961,93;177051,07;143330,32
15 - Transferaufwendungen;39026,80;37317,41;;;;;;
16 - Sonstige ordentliche Aufwendungen;6151404,12;6146652,40;5871292,80;6249842,40;6265113,24;6280384,08;6295654,92;6310925,76
17 = Ordentliche Aufwendungen;11826034,13;12073158,64;11547663,34;12119493,62;12187545,72;12249861,69;12323687,86;12399276,21
18 = Ordentliches Ergebnis (= 10 + 17);10837035,43;11115727,96;10815983,36;11322318,19;11415146,72;11515175,12;11629437,24;11724272,17
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);10837035,43;11115727,96;10815983,36;11322318,19;11415146,72;11515175,12;11629437,24;11724272,17
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);10837035,43;11115727,96;10815983,36;11322318,19;11415146,72;11515175,12;11629437,24;11724272,17
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;563628,68;531600,66;530455,38;469337,45;469151,35;470734,93;473961,29;479155,65
29 = Teilergebnis  (= 26, 27, 28);11400664,11;11647328,62;11346438,74;11791655,64;11884298,07;11985910,05;12103398,53;12203427,82
