;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-3670,25;-5437,72;-2095,20;-5698,79;-4731,01;-2510,69;-234,12;-80,40
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-94471,79;-79239,78;-120000,00;-100000,00;-100000,00;-100000,00;-100000,00;-100000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-98142,04;-84677,50;-122095,20;-115698,79;-114731,01;-112510,69;-110234,12;-110080,40
11 - Personalaufwendungen;612740,24;533034,61;548964,72;695963,83;706711,83;711713,87;719352,99;727090,43
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;22788,94;35828,00;24823,52;30393,64;30043,72;30679,24;30339,40;30979,96
14 - Bilanzielle Abschreibungen;6070,44;5506,11;2166,60;5784,59;4816,90;2581,97;305,52;138,60
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;66538,44;57760,18;65475,05;67517,94;67517,98;67517,98;67517,98;67517,98
17 = Ordentliche Aufwendungen;708138,06;632128,90;641429,89;799660,00;809090,43;812493,06;817515,89;825726,97
18 = Ordentliches Ergebnis (= 10 + 17);609996,02;547451,40;519334,69;683961,21;694359,42;699982,37;707281,77;715646,57
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);609996,02;547451,40;519334,69;683961,21;694359,42;699982,37;707281,77;715646,57
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);609996,02;547451,40;519334,69;683961,21;694359,42;699982,37;707281,77;715646,57
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;136828,60;68495,96;61268,93;70621,56;70586,19;70540,29;70705,72;71211,27
29 = Teilergebnis  (= 26, 27, 28);746824,62;615947,36;580603,62;754582,77;764945,61;770522,66;777987,49;786857,84
