;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-182661,31;-182936,17;-49952,37;-55643,45;-38691,73;-18307,26;-6772,58;-670,40
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-412573,57;-483731,44;-375000,00;-500000,00;-500000,00;-500000,00;-500000,00;-500000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-867536,86;-698604,33;-175000,00;-700000,00;-700000,00;-700000,00;-700000,00;-700000,00
7 + Sonstige ordentliche Erträge;0,00;-73,50;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1462771,74;-1365345,44;-600452,37;-1256143,45;-1239191,73;-1218807,26;-1207272,58;-1201170,40
11 - Personalaufwendungen;5364755,28;5231644,69;4619649,16;4886994,21;4922876,72;4963372,57;5025105,14;5087600,17
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;643942,30;732009,10;689990,32;708473,52;674418,08;717991,08;684094,16;727746,40
14 - Bilanzielle Abschreibungen;160316,26;146423,41;58378,63;63641,62;44904,53;24062,81;10614,59;4119,27
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;237561,71;260858,76;257567,89;299021,32;299021,16;299021,24;299021,24;299021,24
17 = Ordentliche Aufwendungen;6406575,55;6370935,96;5625586,00;5958130,67;5941220,49;6004447,70;6018835,13;6118487,08
18 = Ordentliches Ergebnis (= 10 + 17);4943803,81;5005590,52;5025133,63;4701987,22;4702028,76;4785640,44;4811562,55;4917316,68
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);4943803,81;5005590,52;5025133,63;4701987,22;4702028,76;4785640,44;4811562,55;4917316,68
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);4943803,81;5005590,52;5025133,63;4701987,22;4702028,76;4785640,44;4811562,55;4917316,68
27 + Erträge aus internen Leistungsbeziehungen;-254337,73;-1616,45;-6250,20;-1980,00;-1980,00;-1980,00;-1980,00;-1980,00
28 - Aufwendungen aus internen Leistungsbeziehungen;763665,00;676349,51;558841,34;543896,80;540188,81;541633,75;541685,23;547379,65
29 = Teilergebnis  (= 26, 27, 28);5453131,08;5680323,58;5577724,77;5243904,02;5240237,57;5325294,19;5351267,78;5462716,33
