;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-17306,97;-25228,03;-12345,11;-31232,17;-28022,19;-24631,36;-17623,13;-14113,99
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-47983,03;-19011,35;-170000,00;-45000,00;-45000,00;-45000,00;-45000,00;-45000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-118537,45;55501,28;-175000,00;-60000,00;-60000,00;-60000,00;-60000,00;-60000,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-183827,45;11261,90;-357345,11;-136232,17;-133022,19;-129631,36;-122623,13;-119113,99
11 - Personalaufwendungen;1325474,19;1089313,58;1336356,68;1046800,36;963226,78;971124,05;983162,43;995349,17
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;68340,88;102020,15;117086,16;119932,84;119638,20;120829,68;120566,44;121773,64
14 - Bilanzielle Abschreibungen;31870,50;35690,68;17706,76;37115,32;33837,75;29309,92;19758,10;16229,28
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;48337,33;40919,22;45947,06;50790,74;50790,86;50790,78;50790,78;50790,78
17 = Ordentliche Aufwendungen;1474022,90;1267943,63;1517096,66;1254639,26;1167493,59;1172054,43;1174277,75;1184142,87
18 = Ordentliches Ergebnis (= 10 + 17);1290195,45;1279205,53;1159751,55;1118407,09;1034471,40;1042423,07;1051654,62;1065028,88
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1290195,45;1279205,53;1159751,55;1118407,09;1034471,40;1042423,07;1051654,62;1065028,88
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1290195,45;1279205,53;1159751,55;1118407,09;1034471,40;1042423,07;1051654,62;1065028,88
27 + Erträge aus internen Leistungsbeziehungen;-187074,87;-156503,50;-200000,16;-171900,00;-171900,00;-171900,00;-171900,00;-171900,00
28 - Aufwendungen aus internen Leistungsbeziehungen;182491,35;136729,28;146136,98;109373,57;104901,65;104869,05;105157,06;105948,17
29 = Teilergebnis  (= 26, 27, 28);1285611,93;1259431,31;1105888,37;1055880,66;967473,05;975392,12;984911,68;999077,05
