;"Ergebnis des Vorvorvorjahres K4/2013";"Ergebnis des Vorvorjahres K4/2014";"Ansatz des Vorjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018";"Planung des Haushaltsjahres K4/2019";"Planung des Haushaltsjahres K4/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-7.889.988,33 EUR";"-7.650.936,94 EUR";"-7.545.694,94 EUR";"-5.373.219,07 EUR";"-7.028.081,99 EUR";"-7.484.185,25 EUR";"-7.447.578,67 EUR";"-7.421.046,20 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"-1.037.922,61 EUR";"-1.066.708,81 EUR";"-1.037.158,48 EUR";"-1.025.174,68 EUR";"-1.025.174,68 EUR";"-1.025.174,68 EUR";"-1.025.174,68 EUR";"-1.025.174,68 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"-3.610,15 EUR";"15.550,26 EUR";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"-19.786,95 EUR";"-10.097,32 EUR";"-7.005,71 EUR";"-7.007,41 EUR";"-7.007,39 EUR";"-6.943,98 EUR";"-6.692,10 EUR";"-6.383,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-8.951.308,04 EUR";"-8.712.192,81 EUR";"-8.589.859,13 EUR";"-6.405.401,16 EUR";"-8.060.264,06 EUR";"-8.516.303,91 EUR";"-8.479.445,45 EUR";"-8.452.603,88 EUR"
"11 - Personalaufwendungen";"1.038.086,23 EUR";"977.592,76 EUR";"1.068.567,21 EUR";"1.108.815,75 EUR";"1.117.335,09 EUR";"1.127.171,81 EUR";"1.142.155,46 EUR";"1.157.320,87 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"7.336.640,80 EUR";"8.014.651,18 EUR";"7.630.763,96 EUR";"8.012.088,36 EUR";"8.150.441,52 EUR";"8.288.978,72 EUR";"8.441.369,52 EUR";"8.579.906,68 EUR"
"14 - Bilanzielle Abschreibungen";"511.454,33 EUR";"498.091,34 EUR";"371.385,76 EUR";"417.439,67 EUR";"305.214,17 EUR";"226.730,83 EUR";"146.541,49 EUR";"115.915,36 EUR"
"15 - Transferaufwendungen";"7.514.939,43 EUR";"7.370.992,26 EUR";"7.395.000,00 EUR";"5.165.000,00 EUR";"6.865.000,00 EUR";"7.365.000,00 EUR";"7.365.000,00 EUR";"7.365.000,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"10.629.281,51 EUR";"10.559.509,98 EUR";"10.131.784,24 EUR";"10.758.052,84 EUR";"10.785.760,32 EUR";"10.810.967,72 EUR";"10.838.675,16 EUR";"10.866.382,56 EUR"
"17 = Ordentliche Aufwendungen";"27.030.402,30 EUR";"27.420.837,52 EUR";"26.597.501,17 EUR";"25.461.396,62 EUR";"27.223.751,10 EUR";"27.818.849,08 EUR";"27.933.741,63 EUR";"28.084.525,47 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"18.079.094,26 EUR";"18.708.644,71 EUR";"18.007.642,04 EUR";"19.055.995,46 EUR";"19.163.487,04 EUR";"19.302.545,17 EUR";"19.454.296,18 EUR";"19.631.921,59 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"18.079.094,26 EUR";"18.708.644,71 EUR";"18.007.642,04 EUR";"19.055.995,46 EUR";"19.163.487,04 EUR";"19.302.545,17 EUR";"19.454.296,18 EUR";"19.631.921,59 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"18.079.094,26 EUR";"18.708.644,71 EUR";"18.007.642,04 EUR";"19.055.995,46 EUR";"19.163.487,04 EUR";"19.302.545,17 EUR";"19.454.296,18 EUR";"19.631.921,59 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"773.593,40 EUR";"764.952,49 EUR";"737.703,97 EUR";"671.019,83 EUR";"671.292,61 EUR";"674.085,01 EUR";"679.419,64 EUR";"687.914,26 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"18.852.687,66 EUR";"19.473.597,20 EUR";"18.745.346,01 EUR";"19.727.015,29 EUR";"19.834.779,65 EUR";"19.976.630,18 EUR";"20.133.715,82 EUR";"20.319.835,85 EUR"
