;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-12899054,74;-15717675,56;-13942600,34;-21401541,83;-19658625,20;-19366816,99;-18805117,94;-18644327,96
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2030415,94;-2405094,00;-2133000,00;-2456640,00;-2596320,00;-2711520,00;-2740320,00;-2740320,00
5 + Privatrechtliche Leistungsentgelte;-1382556,89;-1480152,77;-1494000,00;-1759000,00;-1855000,00;-1928000,00;-1951000,00;-1951000,00
6 + Kostenerstattungen und Kostenumlagen;-207,94;-650,00;;;;;;
7 + Sonstige ordentliche Erträge;-16470,08;-16622,54;-572,47;-1220,91;-884,59;-817,11;-404,47;-379,16
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-16328705,59;-19620194,87;-17570172,81;-25618402,74;-24110829,79;-24007154,10;-23496842,41;-23336027,12
11 - Personalaufwendungen;28622771,03;29756608,09;34311344,23;37023697,55;39290318,24;40675744,92;41201076,36;41732708,64
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;4889335,87;5196811,09;4843913,96;5965301,24;6279067,52;6712098,76;6790033,76;6845633,76
14 - Bilanzielle Abschreibungen;179334,99;192723,57;100180,40;157847,16;144910,08;122759,94;87125,11;75786,79
15 - Transferaufwendungen;2791344,60;1927141,07;2052000,00;5363700,00;3123700,00;2534600,00;2000000,00;2000000,00
16 - Sonstige ordentliche Aufwendungen;5127807,03;5216105,96;5249380,00;6134558,00;6444177,04;6728596,00;6797512,00;6864831,00
17 = Ordentliche Aufwendungen;41610593,52;42289389,78;46556818,59;54645103,95;55282172,88;56773799,62;56875747,23;57518960,19
18 = Ordentliches Ergebnis (= 10 + 17);25281887,93;22669194,91;28986645,78;29026701,21;31171343,09;32766645,52;33378904,82;34182933,07
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);25281887,93;22669194,91;28986645,78;29026701,21;31171343,09;32766645,52;33378904,82;34182933,07
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);25281887,93;22669194,91;28986645,78;29026701,21;31171343,09;32766645,52;33378904,82;34182933,07
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;2981358,66;2699389,25;2853369,56;2750793,87;2834966,59;2896067,80;2912564,66;2947168,00
29 = Teilergebnis  (= 26, 27, 28);28263246,59;25368584,16;31840015,34;31777495,08;34006309,68;35662713,32;36291469,48;37130101,07
