;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;-84696,47;-61101,33;-24614,12;-5791,17;-3050,33
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;-715000,00;-715000,00;-715000,00;-715000,00;-715000,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;;;-799696,47;-776101,33;-739614,12;-720791,17;-718050,33
11 - Personalaufwendungen;;;;414384,73;413044,98;416798,28;422514,00;428297,80
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;2348984,88;2349106,08;2349236,44;2349380,88;2349520,68
14 - Bilanzielle Abschreibungen;;;;96904,28;64093,36;27824,68;8867,33;3773,04
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;;;;111309,28;111309,28;101206,08;101206,08;101206,08
17 = Ordentliche Aufwendungen;;;;2971583,17;2937553,70;2895065,48;2881968,29;2882797,60
18 = Ordentliches Ergebnis (= 10 + 17);;;;2171886,70;2161452,37;2155451,36;2161177,12;2164747,27
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;;;2171886,70;2161452,37;2155451,36;2161177,12;2164747,27
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;;;2171886,70;2161452,37;2155451,36;2161177,12;2164747,27
27 + Erträge aus internen Leistungsbeziehungen;;;;-2284236,00;-2284236,00;-2284236,00;-2284236,00;-2284236,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;130504,49;128581,73;127658,71;127351,06;128131,77
29 = Teilergebnis  (= 26, 27, 28);;;;18155,19;5798,10;-1125,93;4292,18;8643,04
