;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1708370,01;-1920274,43;-1725403,01;-2000357,88;-2000357,87;-2000357,88;-2000357,87;-2000249,06
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2972,17;-2566,60;-3230,76;-3500,04;-3500,00;-3500,00;-3500,00;-3500,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-491379,00;-552723,00;-450000,00;-460000,00;-460000,00;-460000,00;-460000,00;-460000,00
7 + Sonstige ordentliche Erträge;-12,46;-174,75;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2202733,64;-2475738,78;-2178633,77;-2463857,92;-2463857,87;-2463857,88;-2463857,87;-2463749,06
11 - Personalaufwendungen;773306,73;698034,16;824120,68;756227,14;769026,45;774064,15;781843,74;789725,43
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;186111,06;176814,54;214302,80;204285,48;205169,48;206059,24;207049,96;207940,68
14 - Bilanzielle Abschreibungen;1165,23;1020,93;461,08;416,43;416,43;398,55;396,99;288,18
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1236922,97;1303463,77;1277810,79;1377885,60;1377885,56;1377885,60;1377885,60;1377885,60
17 = Ordentliche Aufwendungen;2197505,99;2179333,40;2316695,35;2338814,65;2352497,92;2358407,54;2367176,29;2375839,89
18 = Ordentliches Ergebnis (= 10 + 17);-5227,65;-296405,38;138061,58;-125043,27;-111359,95;-105450,34;-96681,58;-87909,17
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-5227,65;-296405,38;138061,58;-125043,27;-111359,95;-105450,34;-96681,58;-87909,17
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-5227,65;-296405,38;138061,58;-125043,27;-111359,95;-105450,34;-96681,58;-87909,17
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;522450,73;441834,81;450182,22;419312,70;419263,16;419136,12;419317,00;419885,00
29 = Teilergebnis  (= 26, 27, 28);517223,08;145429,43;588243,80;294269,43;307903,21;313685,78;322635,42;331975,83
