;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-19150164,05;-20749125,70;-19401064,15;-24430701,00;-24809599,01;-25120982,16;-25713631,17;-26310670,16
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-3996845,56;-5053588,50;-3896000,00;-5029500,00;-5090400,00;-5251300,00;-5412200,00;-5942700,00
5 + Privatrechtliche Leistungsentgelte;-906,45;-574,00;-2500,00;-2500,00;-2500,00;-2500,00;-2500,00;-2500,00
6 + Kostenerstattungen und Kostenumlagen;;-2600,00;;-500,00;-500,00;-500,00;-500,00;-500,00
7 + Sonstige ordentliche Erträge;-377807,97;-21753,54;-2,08;-2,04;-2,04;-2,04;-2,04;-2,04
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-23525724,03;-25827641,74;-23299566,23;-29463203,04;-29903001,05;-30375284,20;-31128833,21;-32256372,20
11 - Personalaufwendungen;705507,76;749305,30;828025,22;755793,70;769451,79;775426,58;784539,69;793767,34
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;49514,87;51464,98;30621,32;27722,52;28912,64;30062,60;30102,56;31102,56
14 - Bilanzielle Abschreibungen;1678,43;1605,74;150,15;129,41;129,42;119,64;119,64;119,64
15 - Transferaufwendungen;36040144,99;38661180,96;38796000,00;47264990,00;47898334,00;48906400,00;50222400,00;51548400,00
16 - Sonstige ordentliche Aufwendungen;608713,68;250801,73;204080,00;72016,24;75069,12;78122,08;78177,00;79229,84
17 = Ordentliche Aufwendungen;37405559,73;39714358,71;39858876,69;48120651,87;48771896,97;49790130,90;51115338,89;52452619,38
18 = Ordentliches Ergebnis (= 10 + 17);13879835,70;13886716,97;16559310,46;18657448,83;18868895,92;19414846,70;19986505,68;20196247,18
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);13879835,70;13886716,97;16559310,46;18657448,83;18868895,92;19414846,70;19986505,68;20196247,18
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);13879835,70;13886716,97;16559310,46;18657448,83;18868895,92;19414846,70;19986505,68;20196247,18
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;502833,05;480061,40;412039,99;458398,71;458520,11;458514,39;458747,16;459345,78
29 = Teilergebnis  (= 26, 27, 28);14382668,75;14366778,37;16971350,45;19115847,54;19327416,03;19873361,09;20445252,84;20655592,96
