;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;;;;;;;
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;120000,00;120000,00;120000,00;120000,00;121200,00;122400,00;123624,00;124860,00
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;1617072,83;;;;;;;
16 - Sonstige ordentliche Aufwendungen;;;;;;;;
17 = Ordentliche Aufwendungen;1737072,83;120000,00;120000,00;120000,00;121200,00;122400,00;123624,00;124860,00
18 = Ordentliches Ergebnis (= 10 + 17);1737072,83;120000,00;120000,00;120000,00;121200,00;122400,00;123624,00;124860,00
19 + Finanzerträge;-4817072,83;-3300000,00;-3500000,00;-3700000,00;-3700000,00;-3800000,00;-3800000,00;-3900000,00
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);-4817072,83;-3300000,00;-3500000,00;-3700000,00;-3700000,00;-3800000,00;-3800000,00;-3900000,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-3080000,00;-3180000,00;-3380000,00;-3580000,00;-3578800,00;-3677600,00;-3676376,00;-3775140,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-3080000,00;-3180000,00;-3380000,00;-3580000,00;-3578800,00;-3677600,00;-3676376,00;-3775140,00
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;;;;;
29 = Teilergebnis  (= 26, 27, 28);-3080000,00;-3180000,00;-3380000,00;-3580000,00;-3578800,00;-3677600,00;-3676376,00;-3775140,00
