;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-229083,77;-117636,66;-18088,54;-114733,87;-114702,16;-114637,17;-90057,67;-71457,02
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-5414,18;-6410,18;;-4000,00;-4000,00;-4000,00;-4000,00;-4000,00
5 + Privatrechtliche Leistungsentgelte;-66760,02;-63647,54;-44000,00;-40000,00;-55000,00;-55000,00;-55000,00;-55000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-20160,73;-13489,67;-9180,97;-13539,67;-13539,68;-13539,67;-12450,00;-9180,97
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-321418,70;-201184,05;-71269,51;-172273,54;-187241,84;-187176,84;-161507,67;-139637,99
11 - Personalaufwendungen;848841,41;708073,17;736575,55;729844,46;655360,00;661333,31;670429,84;679635,31
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1488974,27;1463528,22;1454215,84;1493511,48;1499648,40;1505785,56;1508979,52;1512186,48
14 - Bilanzielle Abschreibungen;1415153,73;782520,32;539200,36;760638,25;664007,92;616455,55;504948,49;367604,25
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;58875,31;34669,29;34184,27;35961,50;35961,58;35961,54;35961,54;35961,54
17 = Ordentliche Aufwendungen;3811844,72;2988791,00;2764176,02;3019955,69;2854977,90;2819535,96;2720319,39;2595387,58
18 = Ordentliches Ergebnis (= 10 + 17);3490426,02;2787606,95;2692906,51;2847682,15;2667736,06;2632359,12;2558811,72;2455749,59
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);3490426,02;2787606,95;2692906,51;2847682,15;2667736,06;2632359,12;2558811,72;2455749,59
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);3490426,02;2787606,95;2692906,51;2847682,15;2667736,06;2632359,12;2558811,72;2455749,59
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;226253,68;174464,62;183496,81;155331,85;150826,17;150501,19;150593,35;151544,75
29 = Teilergebnis  (= 26, 27, 28);3716679,70;2962071,57;2876403,32;3003014,00;2818562,23;2782860,31;2709405,07;2607294,34
