;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-14778,86;-7229,38;-1296,27;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-4149,77;-7679,64;-1000,00;;;;;
7 + Sonstige ordentliche Erträge;;-26,85;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-18928,63;-14935,87;-2296,27;;;;;
11 - Personalaufwendungen;237329,04;303500,85;196567,47;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;6036,71;4938,70;13442,84;;;;;
14 - Bilanzielle Abschreibungen;24942,81;21262,17;14966,20;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;7561,37;4729,01;5550,28;;;;;
17 = Ordentliche Aufwendungen;275869,93;334430,73;230526,79;;;;;
18 = Ordentliches Ergebnis (= 10 + 17);256941,30;319494,86;228230,52;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);256941,30;319494,86;228230,52;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);256941,30;319494,86;228230,52;;;;;
27 + Erträge aus internen Leistungsbeziehungen;-242475,36;-306314,46;-214704,13;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;5229,91;3976,25;3881,87;;;;;
29 = Teilergebnis  (= 26, 27, 28);19695,85;17156,65;17408,26;;;;;
