;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-512332,11;-444431,06;-282202,42;-304947,70;-264861,05;-226387,01;-196775,71;-177485,88
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-105,00;-280,00;;;;;;
5 + Privatrechtliche Leistungsentgelte;-579098,70;-650331,50;-611000,00;-706400,00;-706400,00;-706400,00;-706400,00;-706400,00
6 + Kostenerstattungen und Kostenumlagen;-698111,62;-1169764,24;-555500,00;-555500,00;-555500,00;-555500,00;-555500,00;-555500,00
7 + Sonstige ordentliche Erträge;-12690,44;-31744,44;-10476,28;-10476,28;-10476,28;-10476,28;-10476,28;-9716,24
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1802337,87;-2296551,24;-1459178,70;-1577323,98;-1537237,33;-1498763,29;-1469151,99;-1449102,12
11 - Personalaufwendungen;18289712,03;15731490,39;19675018,24;20018844,38;20203249,04;20316610,54;20490162,50;20666149,14
12 - Versorgungsaufwendungen;0,02;13173,12;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1630600,20;1770165,43;1798769,16;1785904,00;1803534,96;1821086,40;1839115,20;1857101,52
14 - Bilanzielle Abschreibungen;1063042,05;1077642,29;847675,41;979107,47;889319,27;811654,02;706527,33;642508,80
15 - Transferaufwendungen;2750,00;;;;;;;
16 - Sonstige ordentliche Aufwendungen;3322669,43;3315290,61;3323623,17;3425927,30;3425939,14;3421188,94;3421188,94;3421188,94
17 = Ordentliche Aufwendungen;24308773,73;21907761,84;25645085,98;26209783,15;26322042,41;26370539,90;26456993,97;26586948,40
18 = Ordentliches Ergebnis (= 10 + 17);22506435,86;19611210,60;24185907,28;24632459,17;24784805,08;24871776,61;24987841,98;25137846,28
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);22506435,86;19611210,60;24185907,28;24632459,17;24784805,08;24871776,61;24987841,98;25137846,28
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);22506435,86;19611210,60;24185907,28;24632459,17;24784805,08;24871776,61;24987841,98;25137846,28
27 + Erträge aus internen Leistungsbeziehungen;-130993,78;-124022,61;-67800,00;-80000,00;-80000,00;-80000,00;-80000,00;-80000,00
28 - Aufwendungen aus internen Leistungsbeziehungen;2163712,14;1906300,57;1718739,06;1682713,32;1677300,06;1674297,65;1678096,60;1690749,97
29 = Teilergebnis  (= 26, 27, 28);24539154,22;21393488,56;25836846,34;26235172,49;26382105,14;26466074,26;26585938,58;26748596,25
