;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;-74282,68;-61817,15;-48923,49;-33729,09;-26493,96
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;-178600,00;-178600,00;-178600,00;-178600,00;-178600,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;;;-252882,68;-240417,15;-227523,49;-212329,09;-205093,96
11 - Personalaufwendungen;;;;482581,82;473930,11;478298,45;484949,81;491680,60
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;60749,52;60908,64;61079,88;61269,44;61452,92
14 - Bilanzielle Abschreibungen;;;;180974,15;156344,28;138883,68;120878,17;110766,72
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;;;;813539,48;813539,48;810891,04;810891,04;810891,04
17 = Ordentliche Aufwendungen;;;;1537844,97;1504722,51;1489153,05;1477988,46;1474791,28
18 = Ordentliches Ergebnis (= 10 + 17);;;;1284962,29;1264305,36;1261629,56;1265659,37;1269697,32
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;;;1284962,29;1264305,36;1261629,56;1265659,37;1269697,32
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;;;1284962,29;1264305,36;1261629,56;1265659,37;1269697,32
27 + Erträge aus internen Leistungsbeziehungen;;;;-805884,00;-805884,00;-805884,00;-805884,00;-805884,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;34703,14;33959,99;33946,02;34132,75;34536,73
29 = Teilergebnis  (= 26, 27, 28);;;;513781,43;492381,35;489691,58;493908,12;498350,05
