;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-109242,29;-108780,43;-104930,94;-109494,63;-109451,22;-109200,74;-109026,98;-108760,32
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-241033,70;-247193,42;-231600,00;-231600,00;-231600,00;-231600,00;-231600,00;-231600,00
5 + Privatrechtliche Leistungsentgelte;-1115,07;-16178,72;-18500,00;-18500,00;-18500,00;-18500,00;-18500,00;-18500,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-495,25;-203,81;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-351886,31;-372356,38;-355030,94;-359594,63;-359551,22;-359300,74;-359126,98;-358860,32
11 - Personalaufwendungen;239813,25;229929,42;263108,79;263320,82;262490,42;264850,50;268554,47;272302,50
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;173092,25;190691,62;171579,56;171520,88;171850,40;172043,96;172240,52;172440,44
14 - Bilanzielle Abschreibungen;22233,72;19317,14;11252,82;15719,98;15274,04;14748,33;14005,72;13461,72
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;14174,03;13689,06;15959,26;15311,69;15271,78;15271,78;15271,78;15271,78
17 = Ordentliche Aufwendungen;449313,25;453627,24;461900,43;465873,37;464886,64;466914,57;470072,49;473476,44
18 = Ordentliches Ergebnis (= 10 + 17);97426,94;81270,86;106869,49;106278,74;105335,42;107613,83;110945,51;114616,12
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);97426,94;81270,86;106869,49;106278,74;105335,42;107613,83;110945,51;114616,12
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);97426,94;81270,86;106869,49;106278,74;105335,42;107613,83;110945,51;114616,12
27 + Erträge aus internen Leistungsbeziehungen;-6516,83;-10028,11;-10000,08;-10000,08;-10000,08;-10000,08;-10000,08;-10000,08
28 - Aufwendungen aus internen Leistungsbeziehungen;36000,17;33112,56;32548,19;30578,53;30311,80;30250,92;30331,48;30586,16
29 = Teilergebnis  (= 26, 27, 28);126910,28;104355,31;129417,60;126857,19;125647,14;127864,67;131276,91;135202,20
