;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-292,77;-404,25;-20,88;-895,68;-880,44;-807,02;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-292,77;-404,25;-20,88;-895,68;-880,44;-807,02;;
11 - Personalaufwendungen;399692,11;279392,42;315278,78;260064,43;248471,20;250675,41;254032,97;257431,06
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;13813,61;11719,66;10530,36;12882,76;13064,80;13224,16;13451,88;13679,52
14 - Bilanzielle Abschreibungen;323,91;722,48;20,88;762,53;747,24;684,96;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;23323,25;10987,11;29987,60;28850,20;28850,24;28850,16;28850,16;28850,16
17 = Ordentliche Aufwendungen;437152,88;302821,67;355817,62;302559,92;291133,48;293434,69;296335,01;299960,74
18 = Ordentliches Ergebnis (= 10 + 17);436860,11;302417,42;355796,74;301664,24;290253,04;292627,67;296335,01;299960,74
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);436860,11;302417,42;355796,74;301664,24;290253,04;292627,67;296335,01;299960,74
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);436860,11;302417,42;355796,74;301664,24;290253,04;292627,67;296335,01;299960,74
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;55093,31;59785,56;57907,96;73873,44;73187,98;73187,61;73289,08;73497,14
29 = Teilergebnis  (= 26, 27, 28);491953,42;362202,98;413704,70;375537,68;363441,02;365815,28;369624,09;373457,88
