;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-113015,58;-125204,86;-137571,33;-120729,94;-120592,89;-120540,57;-120447,63;-120265,18
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;-6080,00;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-113015,58;-131284,86;-137571,33;-120729,94;-120592,89;-120540,57;-120447,63;-120265,18
11 - Personalaufwendungen;1116161,14;1164638,95;912268,72;966728,33;957700,39;963783,97;977288,21;990953,75
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;100838,77;117430,54;117391,08;111699,32;112791,20;113883,12;115017,12;116193,20
14 - Bilanzielle Abschreibungen;6565,26;5066,46;4054,30;4380,27;4243,22;4113,39;3991,38;3808,92
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;99373,61;101664,21;101332,80;139052,56;139052,44;139052,44;139052,44;139052,44
17 = Ordentliche Aufwendungen;1322938,78;1388800,16;1135046,90;1221860,48;1213787,25;1220832,92;1235349,15;1250008,31
18 = Ordentliches Ergebnis (= 10 + 17);1209923,20;1257515,30;997475,57;1101130,54;1093194,36;1100292,35;1114901,52;1129743,13
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1209923,20;1257515,30;997475,57;1101130,54;1093194,36;1100292,35;1114901,52;1129743,13
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1209923,20;1257515,30;997475,57;1101130,54;1093194,36;1100292,35;1114901,52;1129743,13
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;172286,56;154699,49;142048,22;105446,87;104368,13;104257,29;104672,12;105523,88
29 = Teilergebnis  (= 26, 27, 28);1382209,76;1412214,79;1139523,79;1206577,41;1197562,49;1204549,64;1219573,64;1235267,01
