;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2165,51;-1870,42;-1750,18;-77,40;-51,60;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-6155,56;-7670,49;-33209,31;-29059,55;-29053,17;-29069,78;-29077,62;-29057,72
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-8321,07;-9540,91;-34959,49;-29136,95;-29104,77;-29069,78;-29077,62;-29057,72
11 - Personalaufwendungen;299865,88;252207,95;318459,92;250276,15;250048,87;251370,91;253690,02;256040,63
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;8416,90;6076,47;8956,24;7076,28;7213,80;7346,28;7508,40;7675,20
14 - Bilanzielle Abschreibungen;2115,07;2070,32;1793,92;117,08;91,26;39,68;39,66;39,68
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;12983,10;12829,62;15293,64;11853,24;11853,24;11853,24;11853,24;11853,24
17 = Ordentliche Aufwendungen;323380,95;273184,36;344503,72;269322,75;269207,17;270610,11;273091,32;275608,75
18 = Ordentliches Ergebnis (= 10 + 17);315059,88;263643,45;309544,23;240185,80;240102,40;241540,33;244013,70;246551,03
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);315059,88;263643,45;309544,23;240185,80;240102,40;241540,33;244013,70;246551,03
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);315059,88;263643,45;309544,23;240185,80;240102,40;241540,33;244013,70;246551,03
27 + Erträge aus internen Leistungsbeziehungen;-359692,01;-305949,80;-355108,92;-258095,22;-258017,84;-259348,21;-261636,08;-263983,11
28 - Aufwendungen aus internen Leistungsbeziehungen;73850,86;59442,50;74357,61;38836,13;38836,13;38836,13;38836,13;38836,13
29 = Teilergebnis  (= 26, 27, 28);29218,73;17136,15;28792,92;20926,71;20920,69;21028,25;21213,75;21404,05
