;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1142,92;-710,17;-5,88;-313,55;-313,56;-311,63;-290,28;-290,27
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-11685,75;-36937,64;-3000,00;-35000,00;-35000,00;-35000,00;-35000,00;-35000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-23942,98;-47199,20;-20000,04;-46666,68;-46666,68;-46666,68;-46666,68;-46666,68
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-36771,65;-84847,01;-23005,92;-81980,23;-81980,24;-81978,31;-81956,96;-81956,95
11 - Personalaufwendungen;184591,48;258994,92;339195,49;408111,83;411030,45;414547,23;419905,95;425330,18
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;89917,78;65224,01;72461,60;83208,48;83654,60;84670,20;85081,32;85492,32
14 - Bilanzielle Abschreibungen;1085,76;990,15;5,88;593,63;593,63;591,71;570,35;570,35
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;30439,43;46698,54;22514,18;51575,22;51717,85;53095,13;53095,13;53095,13
17 = Ordentliche Aufwendungen;306034,45;371907,62;434177,15;543489,16;546996,53;552904,27;558652,75;564487,98
18 = Ordentliches Ergebnis (= 10 + 17);269262,80;287060,61;411171,23;461508,93;465016,29;470925,96;476695,79;482531,03
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);269262,80;287060,61;411171,23;461508,93;465016,29;470925,96;476695,79;482531,03
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);269262,80;287060,61;411171,23;461508,93;465016,29;470925,96;476695,79;482531,03
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;45932,25;53531,27;36423,86;57179,31;57068,50;58059,21;58207,61;58556,68
29 = Teilergebnis  (= 26, 27, 28);315195,05;340591,88;447595,09;518688,24;522084,79;528985,17;534903,40;541087,71
