;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-3171,98;-2527,35;-29,91;-107,16;-81,79;-30,00;-30,00;-30,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-11604,13;-28235,94;;-13765,53;-14139,51;-14084,59;-14104,63;-14069,15
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-14776,11;-30763,29;-29,91;-13872,69;-14221,30;-14114,59;-14134,63;-14099,15
11 - Personalaufwendungen;657799,10;591453,43;544298,72;488405,93;503885,34;503211,09;508325,98;513509,22
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;23280,42;30703,44;329611,64;20231,64;20239,08;20245,80;20253,96;20262,44
14 - Bilanzielle Abschreibungen;529,72;2503,94;29,91;108,30;82,93;31,14;31,13;31,14
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;13684,18;14504,45;20307,20;18236,87;18236,79;18236,67;18236,67;18236,67
17 = Ordentliche Aufwendungen;695293,42;639165,26;894247,47;526982,74;542444,14;541724,70;546847,74;552039,47
18 = Ordentliches Ergebnis (= 10 + 17);680517,31;608401,97;894217,56;513110,05;528222,84;527610,11;532713,11;537940,32
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);680517,31;608401,97;894217,56;513110,05;528222,84;527610,11;532713,11;537940,32
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);680517,31;608401,97;894217,56;513110,05;528222,84;527610,11;532713,11;537940,32
27 + Erträge aus internen Leistungsbeziehungen;-678057,35;-635684,50;-606732,01;-503143,08;-517122,59;-516555,64;-521276,07;-526111,21
28 - Aufwendungen aus internen Leistungsbeziehungen;52626,30;62887,07;61708,38;30828,74;30828,74;30828,74;30828,74;30828,74
29 = Teilergebnis  (= 26, 27, 28);55086,26;35604,54;349193,93;40795,71;41928,99;41883,21;42265,78;42657,85
