;"Ergebnis des Vorvorvorjahres K4/2013";"Ergebnis des Vorvorjahres K4/2014";"Ansatz des Vorjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018";"Planung des Haushaltsjahres K4/2019";"Planung des Haushaltsjahres K4/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-3.058,84 EUR";"-317,55 EUR";"-70,32 EUR";"-84,96 EUR";"-84,96 EUR";"-84,96 EUR";"-84,96 EUR";"-84,96 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-50.874,00 EUR";"-14.555,80 EUR";"-28.000,00 EUR";"-28.000,00 EUR";"-28.000,00 EUR";"-28.000,00 EUR";"-28.000,00 EUR";"-28.000,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-7.695,08 EUR";"-7.695,17 EUR";"-7.600,00 EUR";"-7.600,00 EUR";"-7.600,00 EUR";"-7.600,00 EUR";"-7.600,00 EUR";"-7.600,00 EUR"
"7 + Sonstige ordentliche Erträge";"-402,84 EUR";"-15.174,98 EUR";"-5.100,00 EUR";"-5.100,00 EUR";"-5.100,00 EUR";"-5.100,00 EUR";"-5.100,00 EUR";"-5.100,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-62.030,76 EUR";"-37.743,50 EUR";"-40.770,32 EUR";"-40.784,96 EUR";"-40.784,96 EUR";"-40.784,96 EUR";"-40.784,96 EUR";"-40.784,96 EUR"
"11 - Personalaufwendungen";"566.020,04 EUR";"461.469,49 EUR";"558.174,36 EUR";"543.456,18 EUR";"545.934,28 EUR";"549.275,46 EUR";"555.358,33 EUR";"561.518,60 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"28.912,47 EUR";"28.914,19 EUR";"23.173,32 EUR";"25.618,56 EUR";"26.052,36 EUR";"26.500,84 EUR";"26.978,76 EUR";"27.434,64 EUR"
"14 - Bilanzielle Abschreibungen";"1.551,00 EUR";"352,97 EUR";"89,52 EUR";"107,29 EUR";"107,28 EUR";"107,29 EUR";"107,28 EUR";"107,29 EUR"
"15 - Transferaufwendungen";"42.138,49 EUR";"11.452,31 EUR";"9.150,00 EUR";"6.150,00 EUR";"6.150,00 EUR";"6.150,00 EUR";"6.150,00 EUR";"6.150,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"42.376,22 EUR";"43.523,91 EUR";"43.219,27 EUR";"46.162,64 EUR";"46.162,68 EUR";"46.162,64 EUR";"46.162,64 EUR";"46.162,64 EUR"
"17 = Ordentliche Aufwendungen";"680.998,22 EUR";"545.712,87 EUR";"633.806,47 EUR";"621.494,67 EUR";"624.406,60 EUR";"628.196,23 EUR";"634.757,01 EUR";"641.373,17 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"618.967,46 EUR";"507.969,37 EUR";"593.036,15 EUR";"580.709,71 EUR";"583.621,64 EUR";"587.411,27 EUR";"593.972,05 EUR";"600.588,21 EUR"
"19 + Finanzerträge";"";"-898,00 EUR";"-1.150,00 EUR";"-1.150,00 EUR";"-1.150,00 EUR";"-1.150,00 EUR";"-1.150,00 EUR";"-1.150,00 EUR"
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"-898,00 EUR";"-1.150,00 EUR";"-1.150,00 EUR";"-1.150,00 EUR";"-1.150,00 EUR";"-1.150,00 EUR";"-1.150,00 EUR"
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"618.967,46 EUR";"507.071,37 EUR";"591.886,15 EUR";"579.559,71 EUR";"582.471,64 EUR";"586.261,27 EUR";"592.822,05 EUR";"599.438,21 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"618.967,46 EUR";"507.071,37 EUR";"591.886,15 EUR";"579.559,71 EUR";"582.471,64 EUR";"586.261,27 EUR";"592.822,05 EUR";"599.438,21 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"86.339,12 EUR";"80.475,24 EUR";"75.705,67 EUR";"73.344,83 EUR";"73.087,87 EUR";"73.026,38 EUR";"73.193,13 EUR";"73.591,37 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"705.306,58 EUR";"587.546,61 EUR";"667.591,82 EUR";"652.904,54 EUR";"655.559,51 EUR";"659.287,65 EUR";"666.015,18 EUR";"673.029,58 EUR"
