;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-82986,46;-66209,44;-55209,90;-57342,90;-34463,56;-8480,80;-6219,48;-4802,65
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-17633336,94;-15166802,06;-14665600,00;-14865600,00;-15038150,00;-15111100,00;-15111100,00;-15111100,00
5 + Privatrechtliche Leistungsentgelte;-24474,59;-1875,00;-5200,00;-5200,00;-5200,00;-5200,00;-5200,00;-5200,00
6 + Kostenerstattungen und Kostenumlagen;-74753,37;-57824,43;-27000,00;-27000,00;-27000,00;-27000,00;-27000,00;-27000,00
7 + Sonstige ordentliche Erträge;-173074,94;-28697,10;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-17988626,30;-15321408,03;-14753509,90;-14955642,90;-15105313,56;-15152280,80;-15150019,48;-15148602,65
11 - Personalaufwendungen;8076236,87;7129133,56;8766355,83;8919702,76;9020519,21;9072983,82;9152210,00;9232531,78
12 - Versorgungsaufwendungen;-0,01;2950,67;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1192556,64;1214438,90;1236301,88;1225186,00;1228518,32;1232132,04;1235794,36;1239399,28
14 - Bilanzielle Abschreibungen;981105,42;932308,20;470967,89;528906,13;378274,07;235541,67;89880,53;60821,30
15 - Transferaufwendungen;;;10500,00;10500,00;10500,00;10500,00;10500,00;10500,00
16 - Sonstige ordentliche Aufwendungen;5630347,93;5716231,50;5516268,66;5740424,40;5740404,96;5740405,24;5740405,24;5740405,24
17 = Ordentliche Aufwendungen;15880246,85;14995062,83;16000394,26;16424719,29;16378216,56;16291562,77;16228790,13;16283657,60
18 = Ordentliches Ergebnis (= 10 + 17);-2108379,45;-326345,20;1246884,36;1469076,39;1272903,00;1139281,97;1078770,65;1135054,95
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-2108379,45;-326345,20;1246884,36;1469076,39;1272903,00;1139281,97;1078770,65;1135054,95
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-2108379,45;-326345,20;1246884,36;1469076,39;1272903,00;1139281,97;1078770,65;1135054,95
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;1188206,87;1029579,66;983444,75;983360,79;980534,14;978922,76;980419,35;986031,20
29 = Teilergebnis  (= 26, 27, 28);-920172,58;703234,46;2230329,11;2452437,18;2253437,14;2118204,73;2059190,00;2121086,15
