;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-57952,18;-40032,76;-240287,67;-240287,68;-240257,12;-240235,23;-240235,22
3 + Sonstige Transfererträge;;-17003,86;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;-2566,60;-3230,76;-3500,04;-3500,00;-3500,00;-3500,00;-3500,00
5 + Privatrechtliche Leistungsentgelte;;-1853,40;-250,04;-250,04;-250,04;-250,04;-250,04;-250,04
6 + Kostenerstattungen und Kostenumlagen;;-1105949,33;-2736565,92;-1792589,76;-1812933,60;-1859088,72;-1859088,72;-1859088,72
7 + Sonstige ordentliche Erträge;;-125610,00;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;-1310935,37;-2780079,48;-2036627,51;-2056971,32;-2103095,88;-2103073,99;-2103073,98
11 - Personalaufwendungen;;788131,80;884209,01;749232,08;750345,04;755490,15;764791,87;774208,16
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;94667,18;113292,24;107329,12;109202,00;111139,32;112076,68;113014,32
14 - Bilanzielle Abschreibungen;;884,54;385,80;630,48;630,48;328,01;281,34;281,34
15 - Transferaufwendungen;;7725209,80;9687988,00;8733500,00;8877400,00;9020800,00;9097200,00;9175100,00
16 - Sonstige ordentliche Aufwendungen;;174294,01;210284,84;173525,87;173526,03;173525,91;173525,91;173525,91
17 = Ordentliche Aufwendungen;;8783187,33;10896159,89;9764217,55;9911103,55;10061283,39;10147875,80;10236129,73
18 = Ordentliches Ergebnis (= 10 + 17);;7472251,96;8116080,41;7727590,04;7854132,23;7958187,51;8044801,81;8133055,75
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;7472251,96;8116080,41;7727590,04;7854132,23;7958187,51;8044801,81;8133055,75
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;7472251,96;8116080,41;7727590,04;7854132,23;7958187,51;8044801,81;8133055,75
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;124881,02;121955,88;118861,44;118413,05;118381,38;118648,56;119264,36
29 = Teilergebnis  (= 26, 27, 28);;7597132,98;8238036,29;7846451,48;7972545,28;8076568,89;8163450,37;8252320,11
