;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-16126,04;-13949,44;-1301,85;-2938,35;-2928,85;-2873,45;-2722,42;-2310,40
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-14725,00;-10000,00;-36350,00;-36350,00;-36350,00;-36350,00;-36350,00;-36350,00
7 + Sonstige ordentliche Erträge;-247,61;-101,91;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-31098,65;-24051,35;-37651,85;-39288,35;-39278,85;-39223,45;-39072,42;-38660,40
11 - Personalaufwendungen;253973,46;264766,32;203760,88;204399,65;204612,76;206662,12;209259,15;211886,36
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;32201,26;77742,76;24794,32;26784,36;27009,48;27144,96;27282,84;27423,00
14 - Bilanzielle Abschreibungen;4732,55;4925,57;2726,07;4255,28;4091,58;3921,65;3484,34;2968,41
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;34143,05;35159,64;10474,35;11649,20;11662,04;11662,04;11662,04;11662,04
17 = Ordentliche Aufwendungen;325050,32;382594,29;241755,62;247088,49;247375,86;249390,77;251688,37;253939,81
18 = Ordentliches Ergebnis (= 10 + 17);293951,67;358542,94;204103,77;207800,14;208097,01;210167,32;212615,95;215279,41
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);293951,67;358542,94;204103,77;207800,14;208097,01;210167,32;212615,95;215279,41
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);293951,67;358542,94;204103,77;207800,14;208097,01;210167,32;212615,95;215279,41
27 + Erträge aus internen Leistungsbeziehungen;-3258,41;-5014,05;-5000,04;-5000,04;-5000,04;-5000,04;-5000,04;-5000,04
28 - Aufwendungen aus internen Leistungsbeziehungen;52850,65;48660,80;18895,78;18135,27;18050,98;18053,99;18124,78;18290,23
29 = Teilergebnis  (= 26, 27, 28);343543,91;402189,69;217999,51;220935,37;221147,95;223221,27;225740,69;228569,60
