;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-20765,86;-9716,43;-6812,43;-10526,47;-9661,68;-3833,18;-1900,96;-1894,21
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1770610,65;-1878967,35;-1700000,00;-1730000,00;-1730000,00;-1730000,00;-1730000,00;-1730000,00
5 + Privatrechtliche Leistungsentgelte;-1695,38;-1449,88;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-43808,00;-29275,00;-27500,00;-27500,00;-27500,00;-27500,00;-27500,00;-27500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1836879,89;-1919408,66;-1736312,43;-1770026,47;-1769161,68;-1763333,18;-1761400,96;-1761394,21
11 - Personalaufwendungen;2372744,11;2127337,84;2920584,86;3011266,20;3002163,04;3023211,75;3061009,70;3099272,80
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1124164,78;1211089,83;1044495,00;1124720,00;1126130,00;1127539,96;1129049,92;1130559,96
14 - Bilanzielle Abschreibungen;16178,34;10487,18;7430,61;11136,64;10186,34;3930,29;1998,14;1991,37
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;131243,05;134722,77;153319,04;159291,58;159291,58;159291,58;159291,58;159291,58
17 = Ordentliche Aufwendungen;3644330,28;3483637,62;4125829,51;4306414,42;4297770,96;4313973,58;4351349,34;4391115,71
18 = Ordentliches Ergebnis (= 10 + 17);1807450,39;1564228,96;2389517,08;2536387,95;2528609,28;2550640,40;2589948,38;2629721,50
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1807450,39;1564228,96;2389517,08;2536387,95;2528609,28;2550640,40;2589948,38;2629721,50
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1807450,39;1564228,96;2389517,08;2536387,95;2528609,28;2550640,40;2589948,38;2629721,50
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;802472,50;861699,72;776224,34;900655,50;897517,74;896862,99;897722,31;900243,51
29 = Teilergebnis  (= 26, 27, 28);2609922,89;2425928,68;3165741,42;3437043,45;3426127,02;3447503,39;3487670,69;3529965,01
