;"Ergebnis des Vorvorvorjahres K4/2013";"Ergebnis des Vorvorjahres K4/2014";"Ansatz des Vorjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018";"Planung des Haushaltsjahres K4/2019";"Planung des Haushaltsjahres K4/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"-71.087,00 EUR";"-102.667,00 EUR";"-100.000,00 EUR";"-100.000,00 EUR";"-100.000,00 EUR";"-100.000,00 EUR";"-100.000,00 EUR";"-100.000,00 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"-242.323,68 EUR";"-228.279,56 EUR";"-222.500,00 EUR";"-232.500,00 EUR";"-232.500,00 EUR";"-232.500,00 EUR";"-232.500,00 EUR";"-232.500,00 EUR"
"7 + Sonstige ordentliche Erträge";"-228.341,19 EUR";"-5.261,37 EUR";"-30.000,00 EUR";"-30.000,00 EUR";"-30.000,00 EUR";"-30.000,00 EUR";"-30.000,00 EUR";"-30.000,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-541.751,87 EUR";"-336.207,93 EUR";"-352.500,00 EUR";"-362.500,00 EUR";"-362.500,00 EUR";"-362.500,00 EUR";"-362.500,00 EUR";"-362.500,00 EUR"
"11 - Personalaufwendungen";"665.224,69 EUR";"658.690,58 EUR";"650.000,00 EUR";"650.000,00 EUR";"650.000,00 EUR";"650.000,00 EUR";"650.000,00 EUR";"650.000,00 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"28.081,60 EUR";"53.094,10 EUR";"109.050,00 EUR";"110.550,00 EUR";"110.550,00 EUR";"110.550,00 EUR";"110.550,00 EUR";"110.550,00 EUR"
"14 - Bilanzielle Abschreibungen";"";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"26.592,45 EUR";"26.601,40 EUR";"26.600,00 EUR";"30.000,00 EUR";"30.000,00 EUR";"30.000,00 EUR";"30.000,00 EUR";"30.000,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"168.225,97 EUR";"145.443,03 EUR";"157.200,00 EUR";"157.200,00 EUR";"157.200,00 EUR";"157.200,00 EUR";"157.200,00 EUR";"157.200,00 EUR"
"17 = Ordentliche Aufwendungen";"888.124,71 EUR";"883.829,11 EUR";"942.850,00 EUR";"947.750,00 EUR";"947.750,00 EUR";"947.750,00 EUR";"947.750,00 EUR";"947.750,00 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"346.372,84 EUR";"547.621,18 EUR";"590.350,00 EUR";"585.250,00 EUR";"585.250,00 EUR";"585.250,00 EUR";"585.250,00 EUR";"585.250,00 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"346.372,84 EUR";"547.621,18 EUR";"590.350,00 EUR";"585.250,00 EUR";"585.250,00 EUR";"585.250,00 EUR";"585.250,00 EUR";"585.250,00 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"346.372,84 EUR";"547.621,18 EUR";"590.350,00 EUR";"585.250,00 EUR";"585.250,00 EUR";"585.250,00 EUR";"585.250,00 EUR";"585.250,00 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"";"48,36 EUR";"";"";"";"";"";""
"29 = Teilergebnis  (= 26, 27, 28)";"346.372,84 EUR";"547.669,54 EUR";"590.350,00 EUR";"585.250,00 EUR";"585.250,00 EUR";"585.250,00 EUR";"585.250,00 EUR";"585.250,00 EUR"
