;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-25442,60;-27522,86;-24512,33;-25259,19;-25049,83;-25040,89;-24942,72;-24942,72
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-615445,46;-562890,75;-261250,00;-261250,00;-261250,00;-261250,00;-261250,00;-261250,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-182820,61;-7137,70;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-823708,67;-597551,31;-285762,33;-286509,19;-286299,83;-286290,89;-286192,72;-286192,72
11 - Personalaufwendungen;1502889,43;1538559,23;1274442,12;1273786,89;1277466,18;1287549,42;1303502,38;1319645,75
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;436655,14;508207,95;442287,51;487787,50;496987,50;506287,50;515787,50;525487,50
14 - Bilanzielle Abschreibungen;7909,13;9910,54;2700,99;3024,63;2601,28;2295,70;1821,17;1691,17
15 - Transferaufwendungen;18,50;16,65;;;;;;
16 - Sonstige ordentliche Aufwendungen;3402822,16;3349798,89;3108700,00;3190590,00;3191290,00;3191290,00;3191290,00;3191290,00
17 = Ordentliche Aufwendungen;5350294,36;5406493,26;4828130,62;4955189,02;4968344,96;4987422,62;5012401,05;5038114,42
18 = Ordentliches Ergebnis (= 10 + 17);4526585,69;4808941,95;4542368,29;4668679,83;4682045,13;4701131,73;4726208,33;4751921,70
19 + Finanzerträge;;-6783,76;-37,51;-37,50;-37,50;-37,50;-37,50;-37,50
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;-6783,76;-37,51;-37,50;-37,50;-37,50;-37,50;-37,50
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);4526585,69;4802158,19;4542330,78;4668642,33;4682007,63;4701094,23;4726170,83;4751884,20
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);4526585,69;4802158,19;4542330,78;4668642,33;4682007,63;4701094,23;4726170,83;4751884,20
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;284840,61;285312,41;255491,91;252787,28;252160,03;252302,05;253039,81;254507,38
29 = Teilergebnis  (= 26, 27, 28);4811426,30;5087470,60;4797822,69;4921429,61;4934167,66;4953396,28;4979210,64;5006391,58
