;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-285,12;-741,89;-83,15;-121,44;-64,32;-62,52;-5,18;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-977326,53;-174408,80;-200000,00;-200000,00;-200000,00;-200000,00;-200000,00;-200000,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-977611,65;-175150,69;-200083,15;-200121,44;-200064,32;-200062,52;-200005,18;-200000,00
11 - Personalaufwendungen;177337,69;172019,81;189044,07;169388,10;163246,60;164215,96;165699,64;167203,56
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;50133,22;3877,73;3900,00;5439,96;5540,04;5679,96;5779,96;6020,04
14 - Bilanzielle Abschreibungen;293,33;815,99;157,22;195,54;138,39;136,62;79,25;74,10
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1608723,98;1399041,63;1376020,04;1380326,08;1383389,96;1386590,04;1389590,04;1392630,12
17 = Ordentliche Aufwendungen;1836488,22;1575755,16;1569121,33;1555349,68;1552314,99;1556622,58;1561148,89;1565927,82
18 = Ordentliches Ergebnis (= 10 + 17);858876,57;1400604,47;1369038,18;1355228,24;1352250,67;1356560,06;1361143,71;1365927,82
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);858876,57;1400604,47;1369038,18;1355228,24;1352250,67;1356560,06;1361143,71;1365927,82
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);858876,57;1400604,47;1369038,18;1355228,24;1352250,67;1356560,06;1361143,71;1365927,82
27 + Erträge aus internen Leistungsbeziehungen;-737904,83;-748332,00;-748332,00;-748332,00;-748332,00;-748332,00;-748332,00;-748332,00
28 - Aufwendungen aus internen Leistungsbeziehungen;31206,22;32215,63;27077,61;29474,33;29090,68;29072,42;29106,25;29214,65
29 = Teilergebnis  (= 26, 27, 28);152177,96;684488,10;647783,79;636370,57;633009,35;637300,48;641917,96;646810,47
