;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-3240,00;-488,88;-44,84;-67,55;-67,55;-67,56;-67,53;-67,56
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-17976,86;-22567,92;-26128,66;-18515,29;-18354,34;-18435,99;-18492,38;-18476,37
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-21216,86;-23056,80;-26173,50;-18582,84;-18421,89;-18503,55;-18559,91;-18543,93
11 - Personalaufwendungen;885400,16;859436,83;735338,23;631468,16;624895,35;629758,85;637177,39;644688,38
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;25539,99;31050,40;25870,00;31120,00;31609,96;32100,00;32660,00;33220,04
14 - Bilanzielle Abschreibungen;2378,90;760,44;316,37;339,10;339,11;331,31;292,29;292,31
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;34327,27;34377,51;38950,00;40030,00;40030,04;40029,96;40029,96;40029,96
17 = Ordentliche Aufwendungen;947646,32;925625,18;800474,60;702957,26;696874,46;702220,12;710159,64;718230,69
18 = Ordentliches Ergebnis (= 10 + 17);926429,46;902568,38;774301,10;684374,42;678452,57;683716,57;691599,73;699686,76
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);926429,46;902568,38;774301,10;684374,42;678452,57;683716,57;691599,73;699686,76
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);926429,46;902568,38;774301,10;684374,42;678452,57;683716,57;691599,73;699686,76
27 + Erträge aus internen Leistungsbeziehungen;-1049599,73;-900157,62;-827747,02;-676894,58;-671416,52;-676286,15;-683578,14;-691058,36
28 - Aufwendungen aus internen Leistungsbeziehungen;209359,87;48006,89;120560,04;47403,24;47403,24;47403,24;47403,24;47403,24
29 = Teilergebnis  (= 26, 27, 28);86189,60;50417,65;67114,12;54883,08;54439,29;54833,66;55424,83;56031,64
