;"Ergebnis des Vorvorvorjahres K4/2013";"Ergebnis des Vorvorjahres K4/2014";"Ansatz des Vorjahres K4/2015";"Planung des Haushaltsjahres K4/2016";"Planung des Haushaltsjahres K4/2017";"Planung des Haushaltsjahres K4/2018";"Planung des Haushaltsjahres K4/2019";"Planung des Haushaltsjahres K4/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-1.057,36 EUR";"-292,43 EUR";"";"-3,40 EUR";"-3,40 EUR";"-3,40 EUR";"-3,40 EUR";"-3,40 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-1.768,00 EUR";"-2.176,00 EUR";"-1.000,00 EUR";"-1.000,00 EUR";"-1.000,00 EUR";"-1.000,00 EUR";"-1.000,00 EUR";"-1.000,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"-1.115.590,56 EUR";"-1.128.596,84 EUR";"-900.000,00 EUR";"-900.000,00 EUR";"-900.000,00 EUR";"-900.000,00 EUR";"-900.000,00 EUR";"-900.000,00 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"-34.369,43 EUR";"-23.875,65 EUR";"-10.000,00 EUR";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"-380,30 EUR";"-688.726,33 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-1.153.165,65 EUR";"-1.843.667,25 EUR";"-911.000,00 EUR";"-901.003,40 EUR";"-901.003,40 EUR";"-901.003,40 EUR";"-901.003,40 EUR";"-901.003,40 EUR"
"11 - Personalaufwendungen";"1.024.053,49 EUR";"899.845,77 EUR";"847.493,95 EUR";"414.666,06 EUR";"408.849,15 EUR";"411.488,18 EUR";"415.526,66 EUR";"419.623,16 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"432.873,90 EUR";"416.165,66 EUR";"566.544,84 EUR";"524.303,84 EUR";"524.640,16 EUR";"525.054,12 EUR";"525.467,76 EUR";"525.853,56 EUR"
"14 - Bilanzielle Abschreibungen";"55.882,72 EUR";"55.177,64 EUR";"54.805,64 EUR";"54.563,70 EUR";"54.563,68 EUR";"51.411,33 EUR";"51.411,31 EUR";"51.369,40 EUR"
"15 - Transferaufwendungen";"";"";"";"126.000,00 EUR";"126.500,00 EUR";"127.800,00 EUR";"129.700,00 EUR";"131.700,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"728.159,93 EUR";"322.692,22 EUR";"397.583,64 EUR";"385.346,92 EUR";"385.346,92 EUR";"385.346,92 EUR";"385.346,92 EUR";"385.346,92 EUR"
"17 = Ordentliche Aufwendungen";"2.240.970,04 EUR";"1.693.881,29 EUR";"1.866.428,07 EUR";"1.504.880,52 EUR";"1.499.899,91 EUR";"1.501.100,55 EUR";"1.507.452,65 EUR";"1.513.893,04 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"1.087.804,39 EUR";"-149.785,96 EUR";"955.428,07 EUR";"603.877,12 EUR";"598.896,51 EUR";"600.097,15 EUR";"606.449,25 EUR";"612.889,64 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"1.087.804,39 EUR";"-149.785,96 EUR";"955.428,07 EUR";"603.877,12 EUR";"598.896,51 EUR";"600.097,15 EUR";"606.449,25 EUR";"612.889,64 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"1.087.804,39 EUR";"-149.785,96 EUR";"955.428,07 EUR";"603.877,12 EUR";"598.896,51 EUR";"600.097,15 EUR";"606.449,25 EUR";"612.889,64 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"189.591,77 EUR";"169.435,42 EUR";"146.777,98 EUR";"79.049,50 EUR";"78.172,83 EUR";"77.937,26 EUR";"77.939,58 EUR";"78.312,18 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"1.277.396,16 EUR";"19.649,46 EUR";"1.102.206,05 EUR";"682.926,62 EUR";"677.069,34 EUR";"678.034,41 EUR";"684.388,83 EUR";"691.201,82 EUR"
