;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-214,79;-87,72;-4,44;-18,84;-18,84;-18,84;-18,84;-18,84
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-2538,90;-4090,39;-4902,26;-4614,29;-4617,29;-4626,53;-4644,93;-4644,82
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2753,69;-4178,11;-4906,70;-4633,13;-4636,13;-4645,37;-4663,77;-4663,66
11 - Personalaufwendungen;140162,98;150498,89;146249,36;156608,47;156743,50;157526,16;159593,04;161684,60
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3771,43;3937,25;5030,00;4500,00;4600,00;4700,00;4800,00;4900,00
14 - Bilanzielle Abschreibungen;234,57;108,70;26,04;40,44;40,44;40,44;40,44;40,44
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;7086,19;7979,59;9450,00;10900,00;10900,00;10900,00;10900,00;10900,00
17 = Ordentliche Aufwendungen;151255,17;162524,43;160755,40;172048,91;172283,94;173166,60;175333,48;177525,04
18 = Ordentliches Ergebnis (= 10 + 17);148501,48;158346,32;155848,70;167415,78;167647,81;168521,23;170669,71;172861,38
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);148501,48;158346,32;155848,70;167415,78;167647,81;168521,23;170669,71;172861,38
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);148501,48;158346,32;155848,70;167415,78;167647,81;168521,23;170669,71;172861,38
27 + Erträge aus internen Leistungsbeziehungen;-148361,95;-163152,01;-155334,56;-168645,96;-168860,71;-169668,60;-171655,89;-173683,45
28 - Aufwendungen aus internen Leistungsbeziehungen;11906,90;13943,51;12080,23;14904,00;14904,00;14904,00;14904,00;14904,00
29 = Teilergebnis  (= 26, 27, 28);12046,43;9137,82;12594,37;13673,82;13691,10;13756,63;13917,82;14081,93
