;Ergebnis des Vorvorvorjahres K4/2013;Ergebnis des Vorvorjahres K4/2014;Ansatz des Vorjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018;Planung des Haushaltsjahres K4/2019;Planung des Haushaltsjahres K4/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-64835,40;;;;;;;
7 + Sonstige ordentliche Erträge;;-35087,05;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-64835,40;-35087,05;;;;;;
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;532800,82;836798,10;861500,00;834600,00;851500,00;868500,00;886000,00;904000,00
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;16511522,69;16451129,62;16086000,00;16297300,00;16485000,00;16525000,00;16635000,00;16745000,00
16 - Sonstige ordentliche Aufwendungen;2443489,84;2246411,09;3025650,00;2384290,00;2384580,00;2384880,00;2385180,00;2385500,00
17 = Ordentliche Aufwendungen;19487813,35;19534338,81;19973150,00;19516190,00;19721080,00;19778380,00;19906180,00;20034500,00
18 = Ordentliches Ergebnis (= 10 + 17);19422977,95;19499251,76;19973150,00;19516190,00;19721080,00;19778380,00;19906180,00;20034500,00
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);19422977,95;19499251,76;19973150,00;19516190,00;19721080,00;19778380,00;19906180,00;20034500,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);19422977,95;19499251,76;19973150,00;19516190,00;19721080,00;19778380,00;19906180,00;20034500,00
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;28417,25;18600,00;25656,00;6516,00;6516,00;6516,00;6516,00;6516,00
29 = Teilergebnis  (= 26, 27, 28);19451395,20;19517851,76;19998806,00;19522706,00;19727596,00;19784896,00;19912696,00;20041016,00
